序号,代码,名称,最新价,涨跌幅,涨跌额,成交量(手),成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率
1253,601098,中南传媒,11.42,0.09,0.01,26883,30684255.0,1.67,11.5,11.31,11.41,11.41,0.77,0.15,10.56,1.41
1254,603928,兴业股份,11.93,0.08,0.01,3572,4263782.0,1.76,12.01,11.8,11.93,11.92,1.19,0.18,25.6,1.59
1255,600600,青岛啤酒,83.86,0.08,0.07,11150,93492193.0,1.17,84.28,83.3,83.79,83.79,1.23,0.16,16.7,4.31
1256,603177,德创环保,12.1,0.08,0.01,3607,4374738.0,1.65,12.22,12.02,12.22,12.09,1.05,0.18,651.34,6.01
1257,000513,丽珠集团,36.59,0.08,0.03,21734,79599012.0,1.09,36.81,36.41,36.79,36.56,1.56,0.36,15.09,2.55
1258,300275,梅安森,12.27,0.08,0.01,26232,32105158.0,2.69,12.37,12.04,12.23,12.26,1.09,1.05,65.42,4.57
1259,300635,中达安,12.5,0.08,0.01,6260,7828292.0,1.52,12.59,12.4,12.54,12.49,1.11,0.52,80.73,3.42
1260,688087,英科再生,25.21,0.08,0.02,2969,7490883.0,1.91,25.49,25.01,25.23,25.19,1.81,0.29,20.02,2.18
1261,688087,英科再生,25.21,0.08,0.02,2969,7490883.0,1.91,25.49,25.01,25.23,25.19,1.81,0.29,20.02,2.18
1262,600056,中国医药,12.63,0.08,0.01,90535,114711795.0,1.51,12.78,12.59,12.71,12.62,2.23,0.61,17.38,1.7
1263,000065,北方国际,13.04,0.08,0.01,51190,66983933.0,2.92,13.28,12.9,13.03,13.03,0.8,0.57,13.01,1.62
1264,002830,名雕股份,13.07,0.08,0.01,3512,4597864.0,1.91,13.19,12.94,13.07,13.06,1.07,0.53,115.81,2.68
1265,000895,双汇发展,26.16,0.08,0.02,27709,72242696.0,1.19,26.25,25.94,26.1,26.14,1.6,0.08,15.98,4.87
1266,002025,航天电器,52.7,0.08,0.04,10985,57921633.33,1.94,53.17,52.15,52.66,52.66,0.89,0.24,28.13,4.05
1267,600444,国机通用,13.29,0.08,0.01,5873,7807482.0,1.51,13.4,13.2,13.24,13.28,0.95,0.4,50.34,2.94
1268,301116,益客食品,13.64,0.07,0.01,8801,12041591.0,1.03,13.77,13.63,13.63,13.63,1.41,0.76,38.94,3.05
1269,000960,锡业股份,13.99,0.07,0.01,57584,80868240.63,2.43,14.28,13.94,14.15,13.98,2.03,0.35,16.75,1.35
1270,603788,宁波高发,14.11,0.07,0.01,65412,93015056.0,3.19,14.45,14.0,14.37,14.1,3.26,2.93,23.53,1.64
1271,001206,依依股份,15.02,0.07,0.01,3040,4574236.16,1.2,15.12,14.94,15.01,15.01,1.11,0.34,30.88,1.55
1272,300948,冠中生态,15.13,0.07,0.01,9333,14194431.0,1.12,15.29,15.12,15.2,15.12,1.4,1.34,43.04,2.47
1273,300577,开润股份,15.33,0.07,0.01,4107,6335658.0,1.76,15.58,15.31,15.32,15.32,1.19,0.31,24.46,2.09
1274,603218,日月股份,15.7,0.06,0.01,30511,47864339.0,2.17,15.89,15.55,15.6,15.69,1.67,0.32,27.79,1.67
1275,300969,恒帅股份,78.87,0.06,0.05,2685,21065739.0,1.85,79.32,77.86,78.79,78.82,1.24,1.34,34.52,6.38
1276,002475,立讯精密,31.97,0.06,0.02,191511,606079466.5,2.63,32.03,31.19,31.97,31.95,1.69,0.27,26.23,4.65
1277,001209,洪兴股份,16.11,0.06,0.01,6504,10531357.0,2.42,16.4,16.01,16.1,16.1,1.3,1.61,17.67,1.71
1278,601788,光大证券,16.16,0.06,0.01,102916,165167579.0,1.73,16.19,15.91,16.16,16.15,1.71,0.26,15.58,1.33
1279,603195,公牛集团,100.79,0.06,0.06,1972,19876271.0,1.49,101.5,100.0,100.83,100.73,1.0,0.02,24.67,7.3
1280,301281,科源制药,50.49,0.06,0.03,70861,356066380.74,6.88,51.47,48.0,50.52,50.46,2.53,26.16,53.39,4.19
1281,002705,新宝股份,16.86,0.06,0.01,10530,17813626.0,0.83,16.98,16.84,16.9,16.85,0.83,0.13,17.65,1.97
1282,600265,ST景谷,16.93,0.06,0.01,96,162422.0,0.18,16.93,16.9,16.93,16.92,0.29,0.01,374.8,13.95
1283,601567,三星医疗,17.95,0.06,0.01,62538,113054323.0,3.73,18.37,17.7,18.37,17.94,2.82,0.45,14.57,2.54
1284,603979,金诚信,35.99,0.06,0.02,8049,28882188.0,1.64,36.2,35.61,35.85,35.97,1.01,0.13,26.93,3.31
1285,001219,青岛食品,18.02,0.06,0.01,15763,28368492.67,0.89,18.08,17.92,18.02,18.01,1.97,2.08,25.33,2.87
1286,601995,中金公司,36.81,0.05,0.02,29217,107385496.0,1.03,36.93,36.55,36.79,36.79,1.56,0.31,24.95,2.07
1287,300487,蓝晓科技,58.04,0.05,0.03,7476,43569447.25,2.55,59.05,57.57,58.02,58.01,1.86,0.25,42.16,10.13
1288,002352,顺丰控股,41.32,0.05,0.02,48270,199265557.0,1.28,41.53,41.0,41.4,41.3,1.63,0.1,24.22,2.25
1289,603198,迎驾贡酒,70.93,0.04,0.03,7477,52841811.0,1.48,71.25,70.2,70.9,70.9,1.38,0.09,26.67,7.98
1290,600933,爱柯迪,24.03,0.04,0.01,10540,25292079.0,2.08,24.3,23.8,24.07,24.02,1.11,0.12,27.2,3.8
1291,301119,正强股份,26.92,0.04,0.01,4013,10827589.1,1.86,27.17,26.67,26.85,26.91,1.22,1.47,30.96,3.1
1292,300492,华图山鼎,62.2,0.03,0.02,612,3792662.0,1.35,62.43,61.59,62.43,62.18,0.41,0.04,-1122.68,29.3
1293,301108,洁雅股份,35.08,0.03,0.01,5353,18715516.21,3.05,35.57,34.5,34.8,35.07,5.14,1.53,21.88,1.57
1294,601318,中国平安,47.98,0.02,0.01,93913,450058183.0,0.79,48.13,47.75,47.85,47.97,1.1,0.09,6.26,0.95
1295,873223,荣亿精密,2.63,0.0,0.0,1312,343003.0,1.14,2.63,2.6,2.63,2.63,4.17,0.16,-13.71,1.34
1296,873167,新赣江,8.72,0.0,0.0,98,85157.03,0.69,8.72,8.66,8.66,8.72,0.88,0.05,10.14,1.36
1297,872541,铁大科技,3.22,0.0,0.0,2698,867900.0,1.24,3.23,3.19,3.23,3.22,4.99,0.45,21.73,1.22
1298,871634,新威凌,-,-,-,-,-,-,-,-,-,7.17,-,0.0,28.36,1.93
1299,871245,威博液压,8.54,0.0,0.0,20,17387.44,0.0,8.54,8.54,8.54,8.54,0.51,0.01,19.92,1.32
1300,839792,东和新材,5.56,0.0,0.0,35,19268.64,0.18,5.56,5.55,5.55,5.56,0.29,0.01,12.4,0.99
1301,839792,东和新材,5.56,0.0,0.0,35,19268.64,0.18,5.56,5.55,5.55,5.56,0.29,0.01,12.4,0.99
1302,839790,联迪信息,5.23,0.0,0.0,483,247196.94,2.87,5.25,5.1,5.25,5.23,5.67,0.14,92.29,1.23
1303,838670,恒进感应,6.18,0.0,0.0,283,173141.36,1.46,6.19,6.1,6.14,6.18,0.82,0.04,28.86,1.9
1304,838275,驱动力,-,-,-,-,-,-,-,-,-,2.78,-,0.0,72.17,1.97
1305,837212,智新电子,4.59,0.0,0.0,120,54980.0,0.22,4.59,4.58,4.58,4.59,0.55,0.02,26.78,1.23
1306,836957,汉维科技,4.78,0.0,0.0,21,10050.0,0.84,4.82,4.78,4.78,4.78,0.38,0.01,26.9,1.37
1307,836942,恒立钻具,9.2,0.0,0.0,58,52955.0,1.09,9.22,9.12,9.13,9.2,0.8,0.02,14.39,1.3
1308,836807,奔朗新材,5.05,0.0,0.0,41,20634.0,0.4,5.05,5.03,5.03,5.05,0.51,0.01,22.27,0.99
1309,836720,吉冈精密,5.32,0.0,0.0,2556,1350752.74,1.32,5.32,5.25,5.28,5.32,0.47,0.51,25.88,2.38
1310,836414,欧普泰,8.3,0.0,0.0,43,36052.88,0.24,8.32,8.3,8.32,8.3,0.74,0.01,14.35,1.86
1311,836263,中航泰达,4.76,0.0,0.0,219,104369.36,0.84,4.78,4.74,4.76,4.76,1.73,0.02,7.72,1.35
1312,835857,百甲科技,3.09,0.0,0.0,202,62413.84,0.32,3.09,3.08,3.09,3.09,0.66,0.02,11.99,0.79
1313,835207,众诚科技,5.35,0.0,0.0,84,44630.0,1.87,5.35,5.25,5.35,5.35,0.87,0.02,-22.66,1.46
1314,834021,流金科技,2.58,0.0,0.0,1061,273936.51,0.78,2.59,2.57,2.59,2.58,0.66,0.04,60.22,1.25
1315,833455,汇隆活塞,2.79,0.0,0.0,241,67511.24,0.72,2.8,2.78,2.8,2.79,0.19,0.06,15.38,1.62
1316,833346,威贸电子,6.72,0.0,0.0,10,6722.0,0.15,6.73,6.72,6.73,6.72,0.3,0.0,14.5,1.32
1317,832885,星辰科技,4.04,0.0,0.0,320,129587.43,0.5,4.06,4.04,4.04,4.04,0.96,0.04,60.05,1.86
1318,832802,保丽洁,5.97,0.0,0.0,2,1194.0,0.0,5.97,5.97,5.97,5.97,0.01,0.0,22.95,0.93
1319,832469,富恒新材,6.0,0.0,0.0,4587,2770178.26,3.0,6.15,5.97,6.01,6.0,2.0,1.44,12.8,1.54
1320,832110,雷特科技,12.96,0.0,0.0,2,2592.0,0.0,12.96,12.96,12.96,12.96,0.05,0.0,16.38,1.55
1321,833346,威贸电子,6.72,0.0,0.0,10,6722.0,0.15,6.73,6.72,6.73,6.72,0.3,0.0,14.5,1.32
1322,832885,星辰科技,4.04,0.0,0.0,320,129587.43,0.5,4.06,4.04,4.04,4.04,0.96,0.04,60.05,1.86
1323,832802,保丽洁,5.97,0.0,0.0,2,1194.0,0.0,5.97,5.97,5.97,5.97,0.01,0.0,22.95,0.93
1324,832469,富恒新材,6.0,0.0,0.0,4587,2770178.26,3.0,6.15,5.97,6.01,6.0,2.0,1.44,12.8,1.54
1325,832110,雷特科技,12.96,0.0,0.0,2,2592.0,0.0,12.96,12.96,12.96,12.96,0.05,0.0,16.38,1.55
1326,832023,田野股份,2.54,0.0,0.0,760,193183.31,0.79,2.55,2.53,2.55,2.54,0.54,0.03,21.24,0.7
1327,831856,浩淼科技,-,-,-,-,-,-,-,-,-,4.62,-,0.0,18.78,0.91
1328,831445,龙竹科技,3.82,0.0,0.0,507,193619.46,0.79,3.83,3.8,3.82,3.82,0.51,0.05,77.67,1.54
1329,830964,润农节水,2.95,0.0,0.0,32,9439.0,0.34,2.95,2.94,2.95,2.95,0.09,0.0,20.18,0.87
1330,688555,退市泽达,-,-,-,-,-,-,-,-,-,1.12,-,0.0,-,-
1331,688425,铁建重工,4.09,0.0,0.0,68570,27916120.0,1.22,4.1,4.05,4.09,4.09,1.37,0.46,10.64,1.37
1332,688308,欧科亿,33.06,0.0,0.0,3325,11013885.0,2.0,33.48,32.82,33.3,33.06,1.76,0.3,24.21,2.08
1333,688086,退市紫晶,-,-,-,-,-,-,-,-,-,0.64,-,0.0,-,-
1334,605507,国邦医药,21.1,0.0,0.0,10413,21981710.0,1.23,21.27,21.01,21.15,21.1,2.95,0.35,16.49,1.64
1335,605365,立达信,17.0,0.0,0.0,20532,34933273.0,1.65,17.14,16.86,17.01,17.0,0.97,3.59,41.88,2.61
1336,605318,法狮龙,16.78,0.0,0.0,3225,5451162.0,1.67,17.01,16.73,16.78,16.78,0.83,0.25,99.02,2.85
1337,605268,王力安防,9.6,0.0,0.0,9759,9374223.0,1.46,9.68,9.54,9.58,9.6,1.52,1.31,43.26,2.61
1338,605158,华达新材,6.8,0.0,0.0,7821,5333910.0,0.88,6.85,6.79,6.8,6.8,1.87,0.15,11.38,1.54
1339,605080,浙江自然,25.86,0.0,0.0,2279,5900555.0,1.82,26.2,25.73,25.96,25.86,0.53,0.48,15.19,1.94
1340,605005,合兴股份,17.55,0.0,0.0,6587,11620532.0,1.71,17.78,17.48,17.54,17.55,1.53,1.28,38.52,4.32
1341,603682,锦和商管,5.69,0.0,0.0,15438,8804126.0,1.05,5.73,5.67,5.73,5.69,1.24,0.33,15.73,2.43
1342,603557,ST起步,2.48,0.0,0.0,10188,2518029.0,0.81,2.48,2.46,2.48,2.48,1.7,0.21,-3.28,2.67
1343,603555,ST贵人,1.92,0.0,0.0,153508,29269264.0,2.08,1.93,1.89,1.92,1.92,1.31,0.98,-83.15,1.8
1344,603508,思维列控,15.28,0.0,0.0,18328,28095584.0,2.09,15.5,15.18,15.35,15.28,1.82,0.48,16.77,1.35
1345,603361,浙江国祥,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-
1346,603332,苏州龙杰,8.53,0.0,0.0,5763,4914964.0,1.17,8.58,8.48,8.52,8.53,1.27,0.27,-39.71,1.5
1347,603326,我乐家居,10.56,0.0,0.0,32366,34303727.0,1.14,10.67,10.55,10.62,10.56,0.83,1.03,28.48,3.2
1348,603273,天元智能,-,-,-,-,-,-,-,-,-,9.5,-,0.0,24.18,4.04
1349,603216,梦天家居,12.5,0.0,0.0,2439,3054461.0,0.72,12.57,12.48,12.57,12.5,0.68,0.43,78.76,1.63
1350,603193,润本股份,-,-,-,-,-,-,-,-,-,17.38,-,0.0,29.43,3.88
1351,603157,退市拉夏,-,-,-,-,-,-,-,-,-,0.59,-,0.0,-,-
1352,603107,上海汽配,-,-,-,-,-,-,-,-,-,-,-,0.0,-,-
1353,603059,倍加洁,22.87,0.0,0.0,11439,26372947.0,3.06,23.4,22.7,22.85,22.87,3.27,1.14,31.36,1.92
1354,601992,金隅集团,2.1,0.0,0.0,103014,21660700.0,0.95,2.11,2.09,2.1,2.1,1.19,0.12,27.34,0.48
1355,601991,大唐发电,2.59,0.0,0.0,152260,39465894.0,1.16,2.61,2.58,2.59,2.59,1.09,0.12,15.8,1.68
1356,601985,中国核电,7.4,0.0,0.0,136684,101383885.0,1.08,7.45,7.37,7.38,7.4,1.44,0.07,11.56,1.63
1357,601880,辽港股份,1.55,0.0,0.0,81588,12690215.0,0.65,1.56,1.55,1.56,1.55,0.83,0.04,29.45,0.96
1358,601868,中国能建,2.24,0.0,0.0,367693,82384735.0,0.89,2.25,2.23,2.24,2.24,1.65,0.26,17.57,0.98
1359,601866,中远海发,2.32,0.0,0.0,74836,17359428.0,0.86,2.33,2.31,2.32,2.32,1.14,0.09,14.31,1.09
1360,601789,宁波建工,4.14,0.0,0.0,44150,18272696.0,0.97,4.16,4.12,4.14,4.14,1.36,0.41,12.86,1.08
1361,601880,辽港股份,1.55,0.0,0.0,81589,12690370.0,0.65,1.56,1.55,1.56,1.55,0.83,0.04,29.45,0.96
1362,601868,中国能建,2.24,0.0,0.0,367693,82384735.0,0.89,2.25,2.23,2.24,2.24,1.65,0.26,17.57,0.98
1363,601825,沪农商行,6.08,0.0,0.0,41407,25128977.0,0.99,6.1,6.04,6.09,6.08,1.45,0.09,4.23,0.55
1364,601789,宁波建工,4.14,0.0,0.0,44150,18272696.0,0.97,4.16,4.12,4.14,4.14,1.36,0.41,12.86,1.08
1365,601668,中国建筑,5.26,0.0,0.0,277123,146157158.0,0.95,5.3,5.25,5.29,5.26,0.63,0.07,3.81,0.56
1366,601658,邮储银行,5.08,0.0,0.0,220177,111579368.0,1.38,5.11,5.04,5.09,5.08,0.88,0.03,5.08,0.69
1367,601599,浙文影业,3.29,0.0,0.0,26155,8630624.0,1.22,3.32,3.28,3.29,3.29,1.14,0.29,20.59,2.75
1368,601558,退市锐电,-,-,-,-,-,-,-,-,-,0.25,-,0.0,-,-
1369,601399,国机重装,3.03,0.0,0.0,47971,14493865.0,0.66,3.03,3.01,3.03,3.03,1.26,0.07,57.58,1.59
1370,601299,中国北车,-,-,-,-,-,-,-,-,-,29.98,-,0.0,-,-
1371,601279,英利汽车,6.01,0.0,0.0,36172,21681154.0,2.0,6.04,5.92,6.02,6.01,1.74,1.85,111.95,2.41
1372,601268,*ST二重,-,-,-,-,-,-,-,-,-,2.35,-,0.0,-,-
1373,601258,*ST庞大,-,-,-,-,-,-,-,-,-,0.4,-,0.0,-,-
1374,601228,广州港,3.15,0.0,0.0,43887,13865404.0,0.63,3.17,3.15,3.16,3.15,1.1,0.07,18.67,1.2
1375,601108,财通证券,8.0,0.0,0.0,157934,125201785.0,2.0,8.02,7.86,7.99,8.0,2.03,0.34,17.92,1.13
1376,601107,四川成渝,3.97,0.0,0.0,28528,11379688.0,1.51,4.02,3.96,4.0,3.97,1.59,0.13,7.78,0.8
1377,601098,中南传媒,11.41,0.0,0.0,26891,30693383.0,1.67,11.5,11.31,11.41,11.41,0.77,0.15,10.56,1.41
1378,601077,渝农商行,4.21,0.0,0.0,227228,95649761.0,0.95,4.23,4.19,4.21,4.21,1.0,0.26,3.42,0.43
1379,600991,广汽长丰,-,-,-,-,-,-,-,-,-,17.82,-,0.0,-,-
1380,600981,汇鸿集团,2.75,0.0,0.0,43363,11918230.0,1.09,2.76,2.73,2.74,2.75,1.77,0.19,21.93,1.22
1381,600905,三峡能源,4.77,0.0,0.0,156826,74964969.0,1.05,4.81,4.76,4.78,4.77,1.17,0.12,15.11,1.72
1382,600899,*ST信联,-,-,-,-,-,-,-,-,-,1.13,-,0.0,-,-
1383,600896,退市海医,-,-,-,-,-,-,-,-,-,1.12,-,0.0,-,-
1384,600892,大晟文化,4.91,0.0,0.0,25973,12760029.0,1.43,4.95,4.88,4.91,4.91,1.45,0.46,303.73,14.99
1385,600891,退市秋林,-,-,-,-,-,-,-,-,-,0.38,-,0.0,-,-
1386,600890,退市中房,-,-,-,-,-,-,-,-,-,0.36,-,0.0,-,-
1387,600881,亚泰集团,2.11,0.0,0.0,53379,11263728.0,0.95,2.12,2.1,2.11,2.11,1.87,0.16,-3.96,0.78
1388,600878,*ST北科,-,-,-,-,-,-,-,-,-,2.64,-,0.0,-,-
1389,600873,梅花生物,9.55,0.0,0.0,36347,34640666.0,0.84,9.57,9.49,9.55,9.55,1.97,0.12,10.25,1.97
1390,600870,退市厦华,-,-,-,-,-,-,-,-,-,0.6,-,0.0,-,-
1391,600856,退市中天,-,-,-,-,-,-,-,-,-,0.27,-,0.0,-,-
1392,600852,*ST中川,-,-,-,-,-,-,-,-,-,0.72,-,0.0,-,-
1393,600851,海欣股份,6.92,0.0,0.0,28376,19810054.0,1.88,7.05,6.92,6.95,6.92,2.01,0.38,41.08,2.1
1394,600849,上药转换,-,-,-,-,-,-,-,-,-,14.73,-,0.0,-,-
1395,600844,丹化科技,2.83,0.0,0.0,19099,5398155.0,1.06,2.84,2.81,2.82,2.83,0.92,0.23,-16.51,3.4
1396,600842,中西药业,-,-,-,-,-,-,-,-,-,13.96,-,0.0,-,-
1397,600840,新湖创业,-,-,-,-,-,-,-,-,-,23.8,-,0.0,-,-
1398,600832,东方明珠,-,-,-,-,-,-,-,-,-,23.18,-,0.0,-,-
1399,600815,厦工股份,2.62,0.0,0.0,16759,4398346.0,0.38,2.63,2.62,2.62,2.62,1.56,0.09,-100.12,2.73
1400,600813,ST鞍一工,-,-,-,-,-,-,-,-,-,3.83,-,0.0,-,-
1401,600832,东方明珠,-,-,-,-,-,-,-,-,-,23.18,-,0.0,-,-
1402,600815,厦工股份,2.62,0.0,0.0,16759,4398346.0,0.38,2.63,2.62,2.62,2.62,1.56,0.09,-100.12,2.73
1403,600813,ST鞍一工,-,-,-,-,-,-,-,-,-,3.83,-,0.0,-,-
1404,600811,东方集团,2.19,0.0,0.0,57349,12568109.0,0.91,2.2,2.18,2.19,2.19,1.05,0.16,-27.93,0.44
1405,600806,退市昆机,-,-,-,-,-,-,-,-,-,1.47,-,0.0,-,-
1406,600799,*ST龙科,-,-,-,-,-,-,-,-,-,0.54,-,0.0,-,-
1407,600796,钱江生化,5.27,0.0,0.0,11274,5945866.0,0.95,5.3,5.25,5.26,5.27,0.69,0.37,27.03,1.52
1408,600788,*ST达曼,-,-,-,-,-,-,-,-,-,0.91,-,0.0,-,-
1409,600786,东方锅炉,-,-,-,-,-,-,-,-,-,82.2,-,0.0,-,-
1410,600781,退市辅仁,-,-,-,-,-,-,-,-,-,0.77,-,0.0,-,-
1411,600772,S*ST龙昌,-,-,-,-,-,-,-,-,-,1.3,-,0.0,-,-
1412,600767,退市运盛,-,-,-,-,-,-,-,-,-,0.42,-,0.0,-,-
1413,600762,S*ST金荔,-,-,-,-,-,-,-,-,-,0.77,-,0.0,-,-
1414,600752,*ST哈慈,-,-,-,-,-,-,-,-,-,0.84,-,0.0,-,-
1415,600747,退市大控,-,-,-,-,-,-,-,-,-,0.26,-,0.0,-,-
1416,600741,华域汽车,18.89,0.0,0.0,31848,60115737.0,1.75,19.02,18.69,18.95,18.89,1.4,0.1,10.48,1.11
1417,600727,鲁北化工,5.79,0.0,0.0,19968,11564900.0,1.55,5.83,5.74,5.75,5.79,0.7,0.38,121.53,1.05
1418,600723,首商股份,-,-,-,-,-,-,-,-,-,8.93,-,0.0,-,-
1419,600712,南宁百货,3.98,0.0,0.0,18258,7286476.0,1.51,4.02,3.96,3.99,3.98,1.23,0.34,-101.77,2.67
1420,600709,ST生态,-,-,-,-,-,-,-,-,-,3.02,-,0.0,-,-
1421,600712,南宁百货,3.98,0.0,0.0,18258,7286476.0,1.51,4.02,3.96,3.99,3.98,1.23,0.34,-101.77,2.67
1422,600709,ST生态,-,-,-,-,-,-,-,-,-,3.02,-,0.0,-,-
1423,600701,退市工新,-,-,-,-,-,-,-,-,-,0.45,-,0.0,-,-
1424,600700,*ST数码,-,-,-,-,-,-,-,-,-,0.64,-,0.0,-,-
1425,600695,退市绿庭,-,-,-,-,-,-,-,-,-,0.51,-,0.0,-,-
1426,600687,退市刚泰,-,-,-,-,-,-,-,-,-,0.3,-,0.0,-,-
1427,600680,*ST上普,-,-,-,-,-,-,-,-,-,7.69,-,0.0,-,-
1428,600677,*ST航通,-,-,-,-,-,-,-,-,-,3.01,-,0.0,-,-
1429,600676,交运股份,4.17,0.0,0.0,19681,8213256.0,1.68,4.21,4.14,4.16,4.17,1.81,0.19,-38.77,0.78
1430,600672,*ST华圣,-,-,-,-,-,-,-,-,-,0.7,-,0.0,-,-
1431,600670,*ST斯达,-,-,-,-,-,-,-,-,-,2.87,-,0.0,-,-
1432,600669,*ST鞍成,-,-,-,-,-,-,-,-,-,2.19,-,0.0,-,-
1433,600664,哈药股份,3.53,0.0,0.0,122610,43446736.0,1.98,3.58,3.51,3.53,3.53,1.81,0.49,24.35,1.97
1434,600659,*ST花雕,-,-,-,-,-,-,-,-,-,1.41,-,0.0,-,-
1435,600656,退市博元,-,-,-,-,-,-,-,-,-,4.49,-,0.0,-,-
1436,600652,退市游久,-,-,-,-,-,-,-,-,-,1.19,-,0.0,-,-
1437,600646,ST国嘉,-,-,-,-,-,-,-,-,-,5.82,-,0.0,-,-
1438,600643,爱建集团,5.26,0.0,0.0,21387,11269365.0,0.95,5.3,5.25,5.29,5.26,1.27,0.13,10.7,0.67
1439,600634,退市富控,-,-,-,-,-,-,-,-,-,0.28,-,0.0,-,-
1440,600632,华联商厦,-,-,-,-,-,-,-,-,-,9.53,-,0.0,-,-
1441,600631,百联股份,-,-,-,-,-,-,-,-,-,15.68,-,0.0,-,-
1442,600627,上电股份,-,-,-,-,-,-,-,-,-,28.73,-,0.0,-,-
1443,600625,PT水仙,-,-,-,-,-,-,-,-,-,4.8,-,0.0,-,-
1444,600623,华谊集团,6.39,0.0,0.0,18246,11659769.0,0.94,6.42,6.36,6.37,6.39,1.16,0.1,61.38,0.64
1445,600614,退市鹏起,-,-,-,-,-,-,-,-,-,0.26,-,0.0,-,-
1446,600607,上实医药,-,-,-,-,-,-,-,-,-,23.52,-,0.0,-,-
1447,600591,*ST上航,-,-,-,-,-,-,-,-,-,7.27,-,0.0,-,-
1448,600582,天地科技,5.17,0.0,0.0,72681,37683823.0,1.35,5.22,5.15,5.17,5.17,1.33,0.18,7.71,0.97
1449,600581,八一钢铁,4.01,0.0,0.0,39757,15972399.0,1.0,4.04,4.0,4.0,4.01,0.88,0.26,-4.02,2.84
1450,600555,退市海创,-,-,-,-,-,-,-,-,-,0.26,-,0.0,-,-
1451,600553,太行水泥,-,-,-,-,-,-,-,-,-,14.98,-,0.0,-,-
1452,600545,卓郎智能,2.8,0.0,0.0,183974,51591091.0,2.5,2.84,2.77,2.8,2.8,0.77,1.03,-48.01,1.53
1453,600532,退市未来,-,-,-,-,-,-,-,-,-,0.72,-,0.0,-,-
1454,600527,江南高纤,1.95,0.0,0.0,17253,3367548.0,1.03,1.96,1.94,1.94,1.95,0.58,0.1,75.95,1.54
1455,600512,腾达建设,2.52,0.0,0.0,24295,6105194.0,0.4,2.52,2.51,2.52,2.52,0.78,0.15,32.82,0.65
1456,600497,驰宏锌锗,5.22,0.0,0.0,135966,71045634.0,0.96,5.25,5.2,5.24,5.22,1.32,0.27,12.42,1.72
1457,600493,凤竹纺织,5.71,0.0,0.0,13181,7541306.0,1.93,5.77,5.66,5.7,5.71,1.29,0.48,178.58,1.85
1458,600485,*ST信威,-,-,-,-,-,-,-,-,-,1.39,-,0.0,-,-
1459,600472,包头铝业,-,-,-,-,-,-,-,-,-,51.82,-,0.0,-,-
1460,600466,*ST蓝光,-,-,-,-,-,-,-,-,-,0.4,-,0.0,-,-
1461,600385,退市金泰,-,-,-,-,-,-,-,-,-,1.2,-,0.0,-,-
1462,600375,汉马科技,5.99,0.0,0.0,23032,13799752.0,2.34,6.09,5.95,6.09,5.99,1.07,0.35,-24.15,61.18
1463,600361,创新新材,5.03,0.0,0.0,23154,11654061.0,2.39,5.11,4.99,5.0,5.03,1.72,0.49,21.47,2.25
1464,600357,承德钒钛,-,-,-,-,-,-,-,-,-,7.4,-,0.0,-,-
1465,600321,正源股份,1.67,0.0,0.0,31399,5237584.0,1.2,1.68,1.66,1.67,1.67,1.13,0.21,-67.99,1.61
1466,600318,新力金融,6.4,0.0,0.0,29727,19085130.0,1.09,6.46,6.39,6.44,6.4,1.12,0.58,69.19,3.17
1467,600317,营口港,-,-,-,-,-,-,-,-,-,2.6,-,0.0,-,-
1468,600312,平高电气,10.82,0.0,0.0,68096,73947507.0,2.22,10.98,10.74,10.82,10.82,2.36,0.5,22.01,1.54
1469,600311,*ST荣华,-,-,-,-,-,-,-,-,-,0.61,-,0.0,-,-
1470,600310,广西能源,3.47,0.0,0.0,72777,25497187.0,2.31,3.55,3.47,3.49,3.47,1.7,0.6,703.29,1.63
1471,600296,S兰铝,-,-,-,-,-,-,-,-,-,14.61,-,0.0,-,-
1472,600291,退市西水,-,-,-,-,-,-,-,-,-,0.89,-,0.0,-,-
1473,600286,S*ST国瓷,-,-,-,-,-,-,-,-,-,0.67,-,0.0,-,-
1474,600275,退市昌鱼,-,-,-,-,-,-,-,-,-,0.41,-,0.0,-,-
1475,600270,外运发展,-,-,-,-,-,-,-,-,-,20.99,-,0.0,-,-
1476,600263,路桥建设,-,-,-,-,-,-,-,-,-,16.43,-,0.0,-,-
1477,600260,*ST凯乐,-,-,-,-,-,-,-,-,-,0.47,-,0.0,-,-
1478,600258,首旅酒店,16.0,0.0,0.0,36155,58039510.0,1.63,16.14,15.88,15.99,16.0,1.33,0.32,31.85,1.68
1479,600257,大湖股份,6.8,0.0,0.0,107557,73410084.0,1.32,6.87,6.78,6.8,6.8,0.99,2.24,-146.68,3.77
1480,600255,鑫科材料,1.99,0.0,0.0,24916,4970492.0,1.01,2.01,1.99,2.0,1.99,0.94,0.14,-69.33,2.56
1481,600260,*ST凯乐,-,-,-,-,-,-,-,-,-,0.47,-,0.0,-,-
1482,600258,首旅酒店,16.0,0.0,0.0,36155,58039510.0,1.63,16.14,15.88,15.99,16.0,1.33,0.32,31.85,1.68
1483,600257,大湖股份,6.8,0.0,0.0,107557,73410084.0,1.32,6.87,6.78,6.8,6.8,0.99,2.24,-146.68,3.77
