Title,20年IF,21年IF,即时IF,桑格预测IF,JCR分区,中科院分区,警告信息
JOURNAL OF WORLD HISTORY,-,-,0.32,N/A,,,
JOURNAL OF WORLD ENERGY LAW & BUSINESS,0.714,0.403,0.26,0.35,Q4,法学-4区,
JOURNAL OF WORLD CHRISTIANITY,-,-,N/A,N/A,,,
JOURNAL OF WORLD BUSINESS,8.513,8.635,5.24,>10.79,Q1,管理学-1区,
JOURNAL OF WORKPLACE LEARNING,-,-,0.89,N/A,,,
JOURNAL OF WORKPLACE BEHAVIORAL HEALTH,-,-,0.89,N/A,,,
JOURNAL OF WORK AND ORGANIZATIONAL PSYCHOLOGY-REVISTA DE PSICOLOGIA DEL TRABAJO Y DE LAS ORGANIZACIONES,2.478,4.089,1.71,4.43,Q2,心理学-4区,
JOURNAL OF WOOD SCIENCE,2.17,2.658,1.63,>3.32,Q2,材料科学-3区,
JOURNAL OF WOOD CHEMISTRY AND TECHNOLOGY,2.63,2.865,1.18,2.31,Q1,材料科学-3区,
JOURNAL OF WOMENS HISTORY,0.373,0.275,0.17,>0.34,Q4,人文科学-4区,
JOURNAL OF WOMENS HEALTH,2.681,3.017,1.82,>3.77,Q3,医学-3区,
JOURNAL OF WOMEN POLITICS & POLICY,2,1.358,0.78,1.27,Q3,法学-3区,
JOURNAL OF WOMEN & AGING,1.969,1.792,0.71,1.58,Q4,法学-4区,
JOURNAL OF WINE ECONOMICS,1.569,2.178,0.58,<1.63,Q4,经济学-4区,
JOURNAL OF WIND ENGINEERING AND INDUSTRIAL AERODYNAMICS,4.082,4.437,2.54,5.32,Q1,工程技术-2区,
JOURNAL OF WILDLIFE MANAGEMENT,2.469,2.586,1.23,2.4,Q3,环境科学与生态学-2区,
JOURNAL OF WILDLIFE DISEASES,1.535,1.626,0.71,<1.22,Q2,农林科学-3区,
JOURNAL OF WILDLIFE AND BIODIVERSITY,-,-,0.31,N/A,,,
JOURNAL OF WEB SEMANTICS,1.897,2.77,1,2.14,Q3,计算机科学-2区,
JOURNAL OF WEB LIBRARIANSHIP,-,-,0.65,N/A,,,
JOURNAL OF WEB ENGINEERING,0.617,0.575,0.46,>0.72,Q4,计算机科学-4区,
JOURNAL OF WATERWAY PORT COASTAL AND OCEAN ENGINEERING,2.208,2.059,1.09,1.96,Q3,工程技术-3区,
JOURNAL OF WATER SUPPLY RESEARCH AND TECHNOLOGY-AQUA,1.644,3.007,2.73,>3.76,Q3,环境科学与生态学-4区,
JOURNAL OF WATER SANITATION AND HYGIENE FOR DEVELOPMENT,1.25,1.786,0.97,>2.23,Q4,环境科学与生态学-4区,
JOURNAL OF WATER REUSE AND DESALINATION,3.154,3.05,1.33,<2.29,Q3,环境科学与生态学-4区,
JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT,3.054,3.457,1.83,4.02,Q2,环境科学与生态学-3区,
JOURNAL OF WATER PROCESS ENGINEERING,5.485,7.34,3.87,>9.18,Q2,工程技术-2区,
JOURNAL OF WATER MANAGEMENT MODELING,-,-,0.4,N/A,,,
JOURNAL OF WATER CHEMISTRY AND TECHNOLOGY,0.669,0.484,0.32,0.43,Q4,化学-4区,
JOURNAL OF WATER AND HEALTH,1.744,2.264,1.26,>2.83,Q4,环境科学与生态学-4区,
JOURNAL OF WATER AND CLIMATE CHANGE,1.9,2.803,1.55,3.17,Q3,环境科学与生态学-4区,
JOURNAL OF WAR & CULTURE STUDIES,-,-,0.23,N/A,,,
JOURNAL OF VOLCANOLOGY AND SEISMOLOGY,0.761,0.779,0.34,0.64,Q4,地球科学-4区,
JOURNAL OF VOLCANOLOGY AND GEOTHERMAL RESEARCH,2.789,2.986,1.62,3.07,Q3,地球科学-3区,
JOURNAL OF VOICE,2.009,2.3,0.62,<1.72,Q3,医学-3区,华侨大学-2020
JOURNAL OF VOCATIONAL REHABILITATION,-,-,0.54,N/A,,,
JOURNAL OF VOCATIONAL EDUCATION AND TRAINING,-,-,1,N/A,,,
JOURNAL OF VOCATIONAL BEHAVIOR,6.065,12.082,4.17,14.22,Q1,心理学-1区,
JOURNAL OF VISUALIZATION,1.331,1.974,0.84,1.84,Q4,计算机科学-4区,
JOURNAL OF VISUAL IMPAIRMENT & BLINDNESS,0.798,1.128,0.39,1.4,Q4,医学-4区,
JOURNAL OF VISUAL CULTURE,0.4,0.537,0.6,>0.67,Q3,法学-4区,
JOURNAL OF VISUAL COMMUNICATION IN MEDICINE,-,-,0.82,N/A,,,
JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION,2.678,2.887,1.32,<2.17,Q3,计算机科学-3区,
JOURNAL OF VISUAL ART AND DESIGN,-,-,0.06,N/A,,,
JOURNAL OF VISION,2.154,2.004,0.86,1.7,Q3,医学-3区,
JOURNAL OF VISCERAL SURGERY,2.043,3.115,1.06,<2.34,Q2,医学-4区,
JOURNAL OF VIRUS ERADICATION,3.696,5.148,2.57,5.29,Q2,医学-4区,
JOURNAL OF VIROLOGY,5.103,6.549,3.12,5.15,Q2,医学-2区,
JOURNAL OF VIROLOGICAL METHODS,2.014,2.623,1.91,>3.28,Q4,医学-4区,
JOURNAL OF VIRAL HEPATITIS,3.728,3.517,1.39,<2.64,Q3,医学-2区,
JOURNAL OF VINYL & ADDITIVE TECHNOLOGY,1.993,2.297,1.33,2.52,Q3,材料科学-4区,
JOURNAL OF VIETNAMESE STUDIES,-,-,0.19,N/A,,,
JOURNAL OF VICTORIAN CULTURE,0.211,0.444,0.21,>0.56,Q3,人文科学-4区,
JOURNAL OF VIBROENGINEERING,-,-,0.44,N/A,,,
JOURNAL OF VIBRATION ENGINEERING & TECHNOLOGIES,1.889,2.333,1.53,2.84,Q3,工程技术-4区,
JOURNAL OF VIBRATION AND CONTROL,3.095,2.633,1.55,2.75,Q2,工程技术-3区,
JOURNAL OF VIBRATION AND ACOUSTICS-TRANSACTIONS OF THE ASME,1.583,1.701,0.97,2,Q4,工程技术-4区,
JOURNAL OF VETERINARY SCIENCE,1.672,1.603,0.91,1.65,Q2,农林科学-3区,
JOURNAL OF VETERINARY RESEARCH,1.744,2.058,0.93,2.3,Q2,农林科学-4区,
JOURNAL OF VETERINARY PHARMACOLOGY AND THERAPEUTICS,1.786,1.567,0.76,1.52,Q4,农林科学-3区,
JOURNAL OF VETERINARY MEDICAL SCIENCE,1.267,1.105,0.63,1.15,Q3,农林科学-4区,
JOURNAL OF VETERINARY MEDICAL EDUCATION,1.027,1.676,0.64,1.68,Q3,农林科学-4区,
JOURNAL OF VETERINARY INTERNAL MEDICINE,3.333,3.175,1.43,3.03,Q1,农林科学-2区,
JOURNAL OF VETERINARY EMERGENCY AND CRITICAL CARE,1.543,1.693,0.53,1.51,Q2,农林科学-3区,
JOURNAL OF VETERINARY DIAGNOSTIC INVESTIGATION,1.279,1.569,0.87,1.77,Q3,农林科学-4区,
JOURNAL OF VETERINARY DENTISTRY,0.857,1.154,0.57,>1.44,Q3,"农林科学-2区,农林科学-4区",
JOURNAL OF VETERINARY CARDIOLOGY,1.701,1.75,0.67,1.48,Q2,农林科学-2区,
JOURNAL OF VETERINARY BEHAVIOR-CLINICAL APPLICATIONS AND RESEARCH,1.975,2.172,0.91,1.99,Q4,农林科学-2区,
JOURNAL OF VESTIBULAR RESEARCH-EQUILIBRIUM & ORIENTATION,2.435,2.354,1.25,2.73,Q4,医学-4区,
JOURNAL OF VERTEBRATE PALEONTOLOGY,1.931,2.558,0.84,2.17,Q1,地球科学-4区,
JOURNAL OF VERTEBRATE BIOLOGY,-,1.46,0.93,N/A,Q3,生物学-4区,
JOURNAL OF VENOMOUS ANIMALS AND TOXINS INCLUDING TROPICAL DISEASES,2.831,2.293,1.29,2.82,Q4,医学-3区,
JOURNAL OF VEGETATION SCIENCE,2.685,3.389,1.64,>4.24,Q2,环境科学与生态学-3区,
JOURNAL OF VECTOR ECOLOGY,1.671,1.889,0.7,1.98,Q2,农林科学-4区,
JOURNAL OF VECTOR BORNE DISEASES,1.688,0.735,0.21,<0.55,Q4,医学-4区,
JOURNAL OF VASCULAR SURGERY-VENOUS AND LYMPHATIC DISORDERS,2.859,4.19,1.64,3.88,Q2,医学-3区,
JOURNAL OF VASCULAR SURGERY CASES INNOVATIONS AND TECHNIQUES,-,-,0.3,N/A,,,
JOURNAL OF VASCULAR SURGERY,4.268,4.86,1.89,4.32,Q2,医学-2区,
JOURNAL OF VASCULAR RESEARCH,1.934,2.045,0.99,2.09,Q4,医学-4区,
JOURNAL OF VASCULAR NURSING,-,-,0.29,N/A,,,
JOURNAL OF VASCULAR AND INTERVENTIONAL RADIOLOGY,3.464,3.682,1.23,3.44,Q2,医学-3区,
JOURNAL OF VASCULAR ACCESS,2.283,2.326,0.69,2.43,Q4,医学-4区,
JOURNAL OF VALUE INQUIRY,0.793,0.545,0.14,<0.41,Q4,人文科学-4区,
JOURNAL OF VACUUM SCIENCE & TECHNOLOGY B,2.427,3.234,0.74,3.37,Q3,工程技术-4区,
JOURNAL OF VACUUM SCIENCE & TECHNOLOGY A,2.427,3.234,1.5,3.49,Q3,材料科学-3区,
JOURNAL OF VACATION MARKETING,3.525,4,2.26,>5.00,Q3,管理学-4区,
JOURNAL OF USABILITY STUDIES,-,-,0.55,N/A,,,
JOURNAL OF UROLOGY,7.45,7.6,3,6.88,Q1,医学-1区,
JOURNAL OF UROLOGICAL SURGERY,-,-,0.08,N/A,,,
JOURNAL OF URBAN TECHNOLOGY,5.465,5.15,2.51,5.61,Q1,经济学-3区,
JOURNAL OF URBAN PLANNING AND DEVELOPMENT,2,2.361,1.3,>2.95,Q3,工程技术-3区,
JOURNAL OF URBAN MANAGEMENT,-,-,2.98,N/A,,,
JOURNAL OF URBAN HISTORY,0.518,0.347,0.19,0.4,Q4,人文科学-4区,
JOURNAL OF URBAN HEALTH-BULLETIN OF THE NEW YORK ACADEMY OF MEDICINE,3.671,5.801,3.42,>7.25,Q1,医学-3区,
JOURNAL OF URBAN ETHNOLOGY,-,-,0.07,N/A,,,
JOURNAL OF URBAN ECONOMICS,3.637,5.456,3.09,>6.82,Q1,经济学-2区,
JOURNAL OF URBAN DESIGN,-,-,1.08,N/A,,,
JOURNAL OF URBAN CULTURE RESEARCH,-,-,0.24,N/A,,,
JOURNAL OF URBAN AND REGIONAL ANALYSIS,-,-,0.34,N/A,,,
JOURNAL OF URBAN AFFAIRS,3.377,2.559,1.13,2.18,Q3,经济学-2区,
JOURNAL OF UNSCHOOLING AND ALTERNATIVE LEARNING,-,-,N/A,N/A,,,
JOURNAL OF UNMANNED VEHICLE SYSTEMS,-,-,1.03,N/A,,,
JOURNAL OF UNIVERSITY TEACHING AND LEARNING PRACTICE,-,-,0.7,N/A,,,
JOURNAL OF UNIVERSAL COMPUTER SCIENCE,1.139,1.056,0.47,0.95,Q4,计算机科学-4区,
JOURNAL OF ULTRASOUND IN MEDICINE,2.153,2.754,1.04,2.72,Q3,医学-3区,
JOURNAL OF ULTRASOUND,-,-,1.06,N/A,,,
JOURNAL OF ULTRASONOGRAPHY,-,-,0.6,N/A,,,
JOURNAL OF TURKISH SLEEP MEDICINE-TURK UYKU TIBBI DERGISI,-,-,0.18,N/A,,,
JOURNAL OF TURBULENCE,1.403,2.395,0.8,2.68,Q3,工程技术-4区,
JOURNAL OF TURBOMACHINERY-TRANSACTIONS OF THE ASME,1.688,1.792,0.98,>2.24,Q3,工程技术-3区,
JOURNAL OF TRUST RESEARCH,-,-,0.31,N/A,,,
JOURNAL OF TROPICAL PEDIATRICS,1.165,1.794,0.3,2.12,Q4,医学-4区,
JOURNAL OF TROPICAL METEOROLOGY,1,0.753,0.26,<0.56,Q4,地球科学-4区,
JOURNAL OF TROPICAL MEDICINE,2.488,2.705,0.88,2.87,Q3,医学-4区,
JOURNAL OF TROPICAL FOREST SCIENCE,0.77,0.957,0.52,>1.20,Q4,农林科学-4区,
JOURNAL OF TROPICAL ECOLOGY,1.394,1.8,0.54,1.69,Q4,环境科学与生态学-4区,
JOURNAL OF TRIBOLOGY-TRANSACTIONS OF THE ASME,2.045,1.891,1.17,2.07,Q3,工程技术-3区,
JOURNAL OF TRAVEL RESEARCH,10.982,8.933,4.31,10.01,Q1,管理学-1区,
JOURNAL OF TRAVEL MEDICINE,8.49,39.194,3.64,<29.40,Q1,医学-2区,
JOURNAL OF TRAVEL & TOURISM MARKETING,8.49,39.194,4.06,32.4,Q1,管理学-3区,
JOURNAL OF TRAUMATIC STRESS,3.476,3.952,1.77,>4.94,Q2,医学-3区,
JOURNAL OF TRAUMA NURSING,1.01,0.915,0.54,>1.14,Q4,医学-4区,
JOURNAL OF TRAUMA AND ACUTE CARE SURGERY,3.313,3.697,1.76,4.09,Q2,医学-2区,
JOURNAL OF TRAUMA & DISSOCIATION,1.01,0.915,1.62,>1.14,Q4,医学-3区,
JOURNAL OF TRANSPORTATION SECURITY,-,-,0.58,N/A,,,
JOURNAL OF TRANSPORTATION SAFETY & SECURITY,3,2.825,1.33,3.16,Q4,工程技术-3区,
JOURNAL OF TRANSPORTATION ENGINEERING PART B-PAVEMENTS,1.761,2.279,1.31,>2.85,Q3,工程技术-4区,
JOURNAL OF TRANSPORTATION ENGINEERING PART A-SYSTEMS,1.774,1.93,1.17,>2.41,Q4,工程技术-4区,
JOURNAL OF TRANSPORT HISTORY,-,-,0.27,N/A,,,
JOURNAL OF TRANSPORT GEOGRAPHY,4.986,5.899,2.95,>7.37,Q2,工程技术-1区,
JOURNAL OF TRANSPORT ECONOMICS AND POLICY,1.053,0.613,0.48,>0.77,Q4,工程技术-4区,
JOURNAL OF TRANSPORT AND SUPPLY CHAIN MANAGEMENT,-,-,0.7,N/A,,,
JOURNAL OF TRANSPORT AND LAND USE,2.255,2.739,1.07,2.52,Q4,工程技术-3区,
JOURNAL OF TRANSPORT & HEALTH,-,-,1.51,N/A,,医学-3区,
JOURNAL OF TRANSPLANTATION,-,-,0.63,N/A,,,
JOURNAL OF TRANSLATIONAL MEDICINE,5.531,8.44,3.77,>10.55,Q1,医学-2区,
JOURNAL OF TRANSLATIONAL INTERNAL MEDICINE,3.451,3.772,1.42,>4.71,Q2,医学-2区,
JOURNAL OF TRANSLATIONAL AUTOIMMUNITY,-,-,2,N/A,,,
JOURNAL OF TRANSFORMATIVE EDUCATION,-,-,0.44,N/A,,,
JOURNAL OF TRANSCULTURAL NURSING,1.959,1.869,1.09,>2.34,Q3,医学-4区,
JOURNAL OF TRAFFIC AND TRANSPORTATION ENGINEERING-ENGLISH EDITION,-,-,3.86,N/A,,,
JOURNAL OF TRADITIONAL CHINESE MEDICINE,0.848,2.547,0.77,>3.18,Q3,医学-4区,
JOURNAL OF TRADITIONAL AND COMPLEMENTARY MEDICINE,-,-,2.41,N/A,Q2,,
JOURNAL OF TRACE ELEMENTS IN MEDICINE AND BIOLOGY,3.849,3.995,2.13,4.09,Q3,医学-3区,
JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS,6.393,8.071,3.48,10.03,Q1,医学-2区,
JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART A-CURRENT ISSUES,2.527,3.24,1.57,3.15,Q3,医学-3区,
JOURNAL OF TOXICOLOGY,-,-,1.68,N/A,,,
JOURNAL OF TOXICOLOGICAL SCIENCES,2.196,1.792,1.13,1.7,Q4,医学-4区,
JOURNAL OF TOXICOLOGIC PATHOLOGY,1.628,1.25,0.86,>1.56,Q4,医学-4区,
JOURNAL OF TOURISM HISTORY,-,-,0.17,N/A,,,
JOURNAL OF TOURISM FUTURES,-,-,2.13,N/A,,,
JOURNAL OF TOURISM AND SERVICES,-,-,3.66,N/A,,,
JOURNAL OF TOURISM AND CULTURAL CHANGE,2.041,1.967,0.96,>2.46,Q4,管理学-4区,
JOURNAL OF TOPOLOGY AND ANALYSIS,0.457,0.641,0.32,0.7,Q4,数学-4区,
JOURNAL OF TOPOLOGY,1.582,1.28,0.55,1.11,Q2,数学-1区,
JOURNAL OF TISSUE VIABILITY,2.932,3.374,1.52,3.43,Q2,医学-2区,
JOURNAL OF TISSUE ENGINEERING AND REGENERATIVE MEDICINE,3.963,4.323,1.66,3.74,Q3,工程技术-2区,
JOURNAL OF TISSUE ENGINEERING,7.813,7.94,4.47,>9.93,Q1,工程技术-1区,
JOURNAL OF TIME SERIES ECONOMETRICS,-,-,0.29,N/A,,,
JOURNAL OF TIME SERIES ANALYSIS,1.366,1.208,0.45,1.33,Q4,数学-3区,
JOURNAL OF THYROID RESEARCH,-,-,1.18,N/A,,,
JOURNAL OF THROMBOSIS AND THROMBOLYSIS,2.3,5.221,2.36,5.4,Q2,医学-4区,
JOURNAL OF THROMBOSIS AND HAEMOSTASIS,5.824,16.036,5.53,<12.03,Q1,医学-2区,
JOURNAL OF THORACIC ONCOLOGY,15.609,20.121,8.38,20.04,Q1,医学-1区,
JOURNAL OF THORACIC IMAGING,3,5.528,1.72,4.65,Q1,医学-4区,
JOURNAL OF THORACIC DISEASE,2.895,3.005,1.4,2.97,Q3,医学-4区,
JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY,5.209,6.439,2.61,5.52,Q2,医学-1区,
JOURNAL OF THERMOPLASTIC COMPOSITE MATERIALS,3.33,3.027,1.77,>3.78,Q3,材料科学-4区,
JOURNAL OF THERMOPHYSICS AND HEAT TRANSFER,1.711,1.642,1.2,>2.05,Q4,工程技术-4区,
JOURNAL OF THERMAL STRESSES,3.28,3.456,1.53,3,Q2,工程技术-3区,
JOURNAL OF THERMAL SPRAY TECHNOLOGY,2.757,2.839,1.67,3.54,Q3,材料科学-2区,
JOURNAL OF THERMAL SCIENCE AND TECHNOLOGY,0.678,0.947,0.6,>1.18,Q4,工程技术-4区,
JOURNAL OF THERMAL SCIENCE AND ENGINEERING APPLICATIONS,1.47,1.879,1.2,2.19,Q3,工程技术-4区,
JOURNAL OF THERMAL SCIENCE,2.438,2.013,1.46,>2.52,Q3,工程技术-3区,
JOURNAL OF THERMAL ENGINEERING,-,-,0.57,N/A,,,
JOURNAL OF THERMAL BIOLOGY,2.902,3.189,1.43,3.03,Q2,生物学-3区,
JOURNAL OF THERMAL ANALYSIS AND CALORIMETRY,4.626,4.755,2.58,3.84,Q2,化学-3区,
JOURNAL OF THEORETICAL SOCIAL PSYCHOLOGY,-,-,1,N/A,,,
JOURNAL OF THEORETICAL PROBABILITY,0.888,0.733,0.34,0.75,Q4,数学-4区,
JOURNAL OF THEORETICAL POLITICS,0.643,0.765,0.53,<0.57,Q4,法学-4区,
JOURNAL OF THEORETICAL BIOLOGY,2.691,2.405,1.1,<1.80,Q3,生物学-3区,
JOURNAL OF THEORETICAL AND PHILOSOPHICAL PSYCHOLOGY,-,-,0.61,N/A,,,
JOURNAL OF THEORETICAL AND COMPUTATIONAL ACOUSTICS,1.171,1.013,0.81,>1.27,Q4,物理与天体物理-4区,
JOURNAL OF THEORETICAL AND APPLIED PHYSICS,-,-,0.82,N/A,,,
JOURNAL OF THEORETICAL AND APPLIED MECHANICS-BULGARIA,-,-,0.11,N/A,,,
JOURNAL OF THEORETICAL AND APPLIED MECHANICS,0.927,0.722,0.31,<0.54,Q4,工程技术-4区,
JOURNAL OF THEORETICAL AND APPLIED ELECTRONIC COMMERCE RESEARCH,3.049,5.318,2.73,>6.65,Q2,管理学-4区,
JOURNAL OF THEORETICAL & COMPUTATIONAL CHEMISTRY,0.939,2.44,1.39,>3.05,Q3,化学-4区,
JOURNAL OF THEOLOGICAL STUDIES,-,-,0.14,N/A,,,
JOURNAL OF THEOLOGICAL INTERPRETATION,-,-,0.05,N/A,,,
JOURNAL OF THE WORLD FEDERATION OF ORTHODONTISTS,-,-,0.92,N/A,,,
JOURNAL OF THE WORLD AQUACULTURE SOCIETY,2.512,3.402,1.42,3.58,Q1,农林科学-3区,
JOURNAL OF THE WEST,-,-,N/A,N/A,,,
JOURNAL OF THE WARBURG AND COURTAULD INSTITUTES,-,-,0.06,N/A,,,
JOURNAL OF THE TURKISH-GERMAN GYNECOLOGICAL ASSOCIATION,-,-,0.79,N/A,,,
JOURNAL OF THE TORREY BOTANICAL SOCIETY,0.609,0.492,0.08,<0.37,Q4,生物学-4区,
JOURNAL OF THE TEXTILE INSTITUTE,1.88,1.77,0.86,1.86,Q2,材料科学-3区,
JOURNAL OF THE TAIWAN INSTITUTE OF CHEMICAL ENGINEERS,5.876,5.477,3.37,5.94,Q1,工程技术-3区,
JOURNAL OF THE STATISTICAL AND SOCIAL INQUIRY SOCIETY OF IRELAND,-,-,0.06,N/A,,,
JOURNAL OF THE SOUTHWEST,-,-,0.03,N/A,,,
JOURNAL OF THE SOUTHERN AFRICAN INSTITUTE OF MINING AND METALLURGY,0.807,0.64,0.4,0.67,Q4,材料科学-4区,
JOURNAL OF THE SOUTH AFRICAN VETERINARY ASSOCIATION,1.474,1.044,0.48,1.1,Q3,农林科学-4区,
JOURNAL OF THE SOUTH AFRICAN INSTITUTION OF CIVIL ENGINEERING,0.489,0.364,0.14,<0.27,Q4,工程技术-4区,
JOURNAL OF THE SOCIETY OF LEATHER TECHNOLOGISTS AND CHEMISTS,0.4,0.531,0.17,0.46,Q4,材料科学-4区,
JOURNAL OF THE SOCIETY OF CHRISTIAN ETHICS,-,-,N/A,N/A,,,
JOURNAL OF THE SOCIETY OF ARCHITECTURAL HISTORIANS,-,-,0.13,N/A,,,
JOURNAL OF THE SOCIETY FOR SOCIAL WORK AND RESEARCH,1.311,1.603,0.91,>2.00,Q4,法学-4区,
JOURNAL OF THE SOCIETY FOR INFORMATION DISPLAY,2.14,2.017,1.2,2.16,Q4,工程技术-4区,
JOURNAL OF THE SOCIETY FOR AMERICAN MUSIC,-,-,0.21,N/A,,,
JOURNAL OF THE SFDS,-,-,0.23,N/A,,,
JOURNAL OF THE SERBIAN SOCIETY FOR COMPUTATIONAL MECHANICS,-,-,0.23,N/A,,,
JOURNAL OF THE SERBIAN CHEMICAL SOCIETY,1.24,1.1,0.53,0.97,Q4,化学-4区,
JOURNAL OF THE SELVA ANDINA RESEARCH SOCIETY,-,-,0.05,N/A,,,
JOURNAL OF THE SCIENTIFIC SOCIETY,-,-,0.09,N/A,,,
JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE,3.639,4.125,2.13,4.44,Q2,农林科学-2区,
JOURNAL OF THE SAUDI HEART ASSOCIATION,-,-,0.36,N/A,,,
JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES C-APPLIED STATISTICS,1.864,1.68,0.97,>2.10,Q2,数学-3区,
JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY,4.488,4.933,2.66,>6.17,Q1,数学-1区,
JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES A-STATISTICS IN SOCIETY,2.483,2.175,1.08,2.27,Q2,数学-3区,
JOURNAL OF THE ROYAL SOCIETY OF NEW ZEALAND,2.75,2.47,1.35,3.06,Q3,综合性期刊-4区,
JOURNAL OF THE ROYAL SOCIETY OF MEDICINE,5.344,18,4.2,>22.50,Q1,医学-3区,
JOURNAL OF THE ROYAL SOCIETY INTERFACE,4.118,4.293,2.04,4.3,Q2,综合性期刊-2区,
JOURNAL OF THE ROYAL MUSICAL ASSOCIATION,-,-,0.06,N/A,,,
JOURNAL OF THE ROYAL COLLEGE OF PHYSICIANS OF EDINBURGH,-,-,0.61,N/A,,,
JOURNAL OF THE ROYAL ASIATIC SOCIETY,-,-,0.11,N/A,,,
JOURNAL OF THE ROYAL ARMY MEDICAL CORPS,1.285,1.12,0.24,N/A,Q4,,
JOURNAL OF THE ROYAL ANTHROPOLOGICAL INSTITUTE,1.443,1.673,0.48,<1.25,Q2,法学-2区,
JOURNAL OF THE RENIN-ANGIOTENSIN-ALDOSTERONE SYSTEM,1.636,4.109,1.35,3.9,Q2,医学-4区,
JOURNAL OF THE RAMANUJAN MATHEMATICAL SOCIETY,0.328,0.222,0.27,>0.28,Q4,数学-4区,
JOURNAL OF THE PROFESSIONAL ASSOCIATION FOR CACTUS DEVELOPMENT,1.545,1.333,0.53,>1.67,Q3,农林科学-4区,
JOURNAL OF THE PRACTICE OF CARDIOVASCULAR SCIENCES,-,-,0.07,N/A,,,
JOURNAL OF THE POLYNESIAN SOCIETY,0.829,1.063,0.2,<0.80,Q3,人文科学-4区,
JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN,1.828,1.933,1,1.57,Q3,物理与天体物理-4区,
JOURNAL OF THE PHILOSOPHY OF SPORT,1.022,0.8,0.49,0.8,Q4,人文科学-4区,
JOURNAL OF THE PHILOSOPHY OF HISTORY,-,-,0.18,N/A,,,
JOURNAL OF THE PERIPHERAL NERVOUS SYSTEM,3.494,5.188,2.1,4.67,Q2,医学-3区,
JOURNAL OF THE PEDIATRIC INFECTIOUS DISEASES SOCIETY,3.164,5.235,1.8,<3.93,Q2,医学-3区,
JOURNAL OF THE PANCREAS,-,-,0.06,N/A,,,
JOURNAL OF THE PALAEONTOLOGICAL SOCIETY OF INDIA,0.705,0.652,0.44,>0.82,Q4,地球科学-4区,
JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION,0.781,1.002,0.31,1.14,Q4,医学-4区,
JOURNAL OF THE PAKISTAN INSTITUTE OF CHEMICAL ENGINEERS,-,-,N/A,N/A,,,
JOURNAL OF THE OPTICAL SOCIETY OF AMERICA B-OPTICAL PHYSICS,2.106,2.058,1.17,1.72,Q3,物理与天体物理-3区,
JOURNAL OF THE OPTICAL SOCIETY OF AMERICA A-OPTICS IMAGE SCIENCE AND VISION,2.129,2.104,1.09,1.63,Q3,物理与天体物理-3区,
JOURNAL OF THE OPERATIONS RESEARCH SOCIETY OF CHINA,-,-,0.69,N/A,,,
JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY,2.86,3.051,1.93,>3.81,Q3,管理学-4区,
JOURNAL OF THE NEUROLOGICAL SCIENCES,3.181,4.553,2.14,4.97,Q2,医学-4区,
JOURNAL OF THE NATIONAL SCIENCE FOUNDATION OF SRI LANKA,0.515,0.682,0.26,0.52,Q4,综合性期刊-4区,
JOURNAL OF THE NATIONAL MEDICAL ASSOCIATION,1.798,2.739,1.63,>3.42,Q3,医学-4区,
JOURNAL OF THE NATIONAL COMPREHENSIVE CANCER NETWORK,11.908,12.693,6.68,13.58,Q1,医学-2区,
JOURNAL OF THE MUSICAL ARTS IN AFRICA,-,-,0.06,N/A,,,
JOURNAL OF THE MEXICAN CHEMICAL SOCIETY,0.524,0.869,0.86,>1.09,Q4,化学-4区,
JOURNAL OF THE METEOROLOGICAL SOCIETY OF JAPAN,2.236,3.356,1.7,3.7,Q3,地球科学-4区,
JOURNAL OF THE MEDICAL LIBRARY ASSOCIATION,3.18,2.323,0.72,2.32,Q3,管理学-4区,
JOURNAL OF THE MECHANICS AND PHYSICS OF SOLIDS,5.471,5.582,3.01,5.74,Q2,工程技术-1区,
JOURNAL OF THE MECHANICAL BEHAVIOR OF MATERIALS,-,-,1.06,N/A,,,
JOURNAL OF THE MECHANICAL BEHAVIOR OF BIOMEDICAL MATERIALS,3.902,4.042,2.09,4.12,Q3,工程技术-2区,
JOURNAL OF THE MATHEMATICAL SOCIETY OF JAPAN,0.949,0.771,0.47,0.91,Q3,数学-3区,
JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,1.394,1.559,0.66,<1.17,Q3,生物学-4区,
JOURNAL OF THE LONDON MATHEMATICAL SOCIETY-SECOND SERIES,1.137,0.88,0.72,>1.10,Q3,数学-2区,
JOURNAL OF THE LIAQUAT UNIVERSITY OF MEDICAL AND HEALTH SCIENCES,-,-,0.06,N/A,,,
JOURNAL OF THE LEPIDOPTERISTS SOCIETY,0.519,0.667,0.13,<0.50,Q4,农林科学-4区,
