编号,持续时间,数量,内容
1,2022/5/6 4:49-2022/5/6 4:49,2,"  ??5月6日团购预告??

团购一
团购内容：鸡、鸡蛋组合套餐
团购金额：106.5元
团购时间：13:00-15:00
起送份数：50份
配送日期：预计5月9日

团购二
团购内容：虫草鸡蛋30个/板
团购金额：30.3元
团购时间：13:00-15:00
起送份数：120板
配送日期：预计5月9日

团购三
团购内容：光明渔业冰鲜鲫鱼、鳊鱼
团购金额：22.5元
团购时间：15:00-17:00
起团份数：150条
配送日期：预计5月8日

团购四
团购内容：严选牧场冷藏鲜牛奶900ml*2瓶
团购金额：40.5元
团购时间：17:00-19:00
配送时间：预计5月9日

团购五
团购内容：味全优酪乳100g*16杯
团购金额：28.5元
团购时间：17:00-19:00
配送时间：预计5月9日

团购六
团购内容：味全每日C橙汁1.6L*2瓶
团购金额：46.5元
团购时间：17:00-19:00
配送时间：预计5月9日

团购七
团购内容：德芙巧克力牛奶950ml*2瓶
团购金额：50.5元
团购时间：17:00-19:00
配送时间：预计5月9日

团购八
团购内容：冻干即溶咖啡20g*20颗
团购金额：106元
团购数量：共24组
团购时间：17:00-19:00
配送时间：预计5月9日   [转发的网页]"
1,2022/5/6 9:31-2022/5/6 9:43,7,  为了杜绝弄虚作假，请大家告知楼里居民，规范做抗原，拍照发群里哦   各位，5月3日全员核酸检测是自4月1日以来第一次全阴性，这是是靠大家努力居民自觉取得的结果，我们要守住这来之不易的成果，不能让小部分出来散步聊天、遛狗、抽烟、以就医为幌子出去买东西的人拖累整个小区，所以还是恳请大家继续严格落实足不出户规定，谢谢。 images\[00232]2022-05-06 09-33-30   上图发的是规范样板，给大家做参考哦！谢谢   收到谢谢[抱拳]   [玫瑰]   知道了
1,2022/5/6 11:55-2022/5/6 11:56,2,"  1号楼的居民:
  下午做抗原哦[抱拳]
  谢谢大家[合十]   好的[抱拳]"
1,2022/5/6 12:08-2022/5/6 12:20,4,  好的谢谢   0k   [抱拳]   好的[微笑]
1,2022/5/6 13:03-2022/5/6 13:15,5,  [转发的网页]   [转发的网页]   [转发的网页]   [转发的网页]   [转发的网页]
1,2022/5/6 13:33-2022/5/6 14:30,35,images\[00233]2022-05-06 13-33-51   每天下午通知做抗原，5点半点前出结果   收到   收到谢谢   收到谢谢楼组长关心，您幸苦了。   [抱拳] [点击播放语音] images\[00234]2022-05-06 13-51-31   401   你撤回了一条消息 images\[00235]2022-05-06 13-51-56 images\[00236]2022-05-06 13-52-10   [合十] images\[00237]2022-05-06 13-56-48 images\[00238]2022-05-06 13-57-12   这是402的 images\[00239]2022-05-06 13-58-41 images\[00240]2022-05-06 14-00-45   [玫瑰] images\[00241]2022-05-06 14-02-05   团购的馄饨皮和馄饨馅马上到啦，过10分钟请大家下楼领取噢~    images\[00242]2022-05-06 14-04-07   603 images\[00243]2022-05-06 14-04-15   收到 images\[00244]2022-05-06 14-05-49   [抱拳] [点击播放语音] images\[00245]2022-05-06 14-14-00 [点击播放语音] images\[00246]2022-05-06 14-22-23   [抱拳] images\[00247]2022-05-06 14-29-21   来了
1,2022/5/6 14:46-2022/5/6 15:10,13,images\[00248]2022-05-06 14-46-04   [玫瑰] images\[00249]2022-05-06 14-55-12 images\[00250]2022-05-06 14-55-55   各位邻居，不好意思，刚刚团的鸡+鸡蛋由于没有到起送份数，稍后我会统一退款，如果需要鸡蛋的话，赶紧重新团购鸡蛋噢～   我把鸡蛋团购的时间延长了半小时   哦，没事鸡蛋家里有的，麻烦谢谢了?? images\[00251]2022-05-06 15-02-16   鸡蛋牛奶有没有要的，昨晚美团买菜抢的   [转发的网页]   [转发的网页] images\[00252]2022-05-06 15-08-23   [转发的网页]
1,2022/5/6 15:25-2022/5/6 15:25,1,  [转发的网页]
1,2022/5/6 16:50-2022/5/6 17:05,8,images\[00253]2022-05-06 16-50-56   [转发的网页]   牛奶酸奶橙汁~   [转发的网页]   [转发的网页]   [转发的网页]   [转发的网页]   [转发的网页]
1,2022/5/6 18:01-2022/5/6 18:01,1,  [转发的网页]
1,2022/5/7 13:17-2022/5/7 13:45,13,"  1号楼的居民:
  今天下午继续做抗原哦
  谢谢大家[抱拳]   收到谢谢了   各位楼组长，抗原还是每天都做哦！谢谢！ images\[00254]2022-05-07 13-29-33   [玫瑰]   午休后做[抱拳] images\[00255]2022-05-07 13-39-15   可以的 images\[00256]2022-05-07 13-41-24   ""102阿姨"" 撤回了一条消息   [抱拳] images\[00257]2022-05-07 13-44-51   [玫瑰]"
1,2022/5/7 14:02-2022/5/7 14:02,1,images\[00258]2022-05-07 14-02-16
1,2022/5/7 14:19-2022/5/7 14:20,2,images\[00259]2022-05-07 14-19-13   [玫瑰]
1,2022/5/7 14:38-2022/5/7 14:40,3,  过15分钟发鱼了噢 images\[00260]2022-05-07 14-39-43   哦哦
1,2022/5/7 14:52-2022/5/7 14:52,1,images\[00261]2022-05-07 14-52-33
1,2022/5/7 15:08-2022/5/7 15:18,4,images\[00262]2022-05-07 15-08-51 images\[00263]2022-05-07 15-18-11 images\[00264]2022-05-07 15-18-30   [玫瑰]
1,2022/5/7 15:34-2022/5/7 15:58,13,"  @毛头?鸡蛋来了   哦哦 [点击播放语音] [点击播放语音]   来了 images\[00265]2022-05-07 15-37-12 [点击播放语音] images\[00266]2022-05-07 15-44-20   ""沈玉华502"" 撤回了一条消息   ""102阿姨"" 撤回了一条消息 images\[00267]2022-05-07 15-55-44 images\[00268]2022-05-07 15-58-04   401"
1,2022/5/7 16:22-2022/5/7 16:30,2,images\[00269]2022-05-07 16-22-49   [玫瑰]
1,2022/5/7 16:42-2022/5/7 16:44,5,images\[00270]2022-05-07 16-42-38   [玫瑰]   预计六点多发蔬菜噢～ images\[00271]2022-05-07 16-43-49   
1,2022/5/7 17:43-2022/5/7 17:43,2,"  [转发的网页]   ??团购预告??

团购内容：利尔康75%酒精消毒液500ml（带喷嘴）*2瓶
团购金额：20.5元
起送份数：50组
团购时间：5月7日18:00-20:00
配送日期：预计5月8日

??注意：
酒精暂时没有后续团购计划，大家按需理性购买～"
1,2022/5/7 19:15-2022/5/7 19:17,4,[点击播放语音] [点击播放语音]   来了   来了
1,2022/5/7 20:49-2022/5/7 20:49,1,images\[00272]2022-05-07 20-49-03
1,2022/5/7 21:30-2022/5/7 22:17,43,"  @毛头?其他二个弄是15号和23号可解封了对吗？   这两个号之前是阳楼，现在解封成普通的楼栋了，不是可以出门的那种解封   是不是上传的 告居民书 里写的? 我也刚刚在看。   哦[捂脸]谢谢啊??   15号、23号是楼号[捂脸]   @203解释对的
     刚刚转发了 告居民书后没看。因为女儿要跟我视频。   没事的，盼着解封心切！错解了[抱拳][微笑]   每个人都有这样想法，很正常的[抱拳]
  没事的   嗯嗯   我们1号楼的居民，都很不错的[强]都很配合到位的[强]
  胜利在望[玫瑰][玫瑰][玫瑰]
   真的感谢大家的支持和配合[抱拳][抱拳][抱拳]
     只不过居委志愿者和团长们都非常辛苦的了，还有楼道长，为争取早日自由我们的配合是必须的也是应该的！[拳头][胜利]      [转发的网页]   这个不知真假，点开看看千万千万小心[捂脸]   好像是的哦   [转发的网页]   我们楼一定要坚持住[加油]   可能是针对老城区。
  他们的住处都是合用的，太密集了。   一人感染全楼运转太可怕了，运得不好是阴也会变阳了，是的l号楼坚持住！   升级防控也是好事情，能达到早日清零   但是有阴出阳留的真实情况，其他小区朋友的楼栋就是这样，阴性的反而去江湾隔离的。所以全阴还是最稳妥！[合十][合十][合十]大家保重   我们楼有没有需要买小番茄的   好像不那么喜欢吃[捂脸] images\[00273]2022-05-07 22-10-15   还剩3盒   给我   一盒   我一盒      还有1盒，有需要的吗？   我买一盒   好的   现在拿，还是明天拿   明天吧～今天太晚啦   好的   25块钱一盒噢，大家微信转我就好～明天给大家分   好的。   [微信转账，金额：25.00元]   [微信转账，金额：25.00元]   [微信转账，金额：25.00元]   [微信转账，金额：25.00元]   "
1,2022/5/8 7:40-2022/5/8 7:40,1,  守望美好，共渡难关，阳光总在风雨后！非常时期献上温馨的祝福?? 让健康和我们一路同行！[玫瑰][微笑]??????
1,2022/5/8 8:07-2022/5/8 8:07,1,images\[00274]2022-05-08 08-07-27
1,2022/5/8 8:28-2022/5/8 8:28,1,images\[00275]2022-05-08 08-28-13
1,2022/5/8 11:23-2022/5/8 11:34,4,  @所有人?目前医院门诊基本已开放，但伴随感染风险系数增大，很多未打疫苗和未做核酸的人都前往了医院。请大家转群友情提醒一下：进入医院请全程佩戴N95口罩，非必要不摘脱。请随身携带免洗手消毒液，触碰院内物资后及时手卫生 ，尽量避免触碰口罩区域外的外露皮肤：比如额、眼、耳及颈部。回家后的外套第一时间要么日晒要么除菌洗衣液浸洗，摘下的口罩放在专设袋内，袋口闭合丢弃不再使用。外带回的包裹外表用酒精湿巾擦拭，最后勿忘洗手。保护好自己。谢谢[抱拳]   收到谢谢??      
1,2022/5/8 12:06-2022/5/8 12:15,2,  小番茄到了噢   拿到了，谢谢[抱拳]
1,2022/5/8 12:52-2022/5/8 12:54,3,"  各位邻居:
  今天下午还是在家做抗原哦。
  谢谢大家[抱拳] images\[00276]2022-05-08 12-54-13   [强]"
1,2022/5/8 14:20-2022/5/8 14:21,3,  现在正在运输阳性病人，大家不要出门噢！   知道了谢谢   哦
1,2022/5/8 14:36-2022/5/8 14:42,3,images\[00277]2022-05-08 14-36-41   [玫瑰] images\[00278]2022-05-08 14-42-15
1,2022/5/8 14:53-2022/5/8 15:01,5,images\[00279]2022-05-08 14-53-01   [玫瑰] images\[00280]2022-05-08 14-56-10 images\[00281]2022-05-08 14-58-48   [玫瑰]
1,2022/5/8 15:15-2022/5/8 15:19,3,images\[00282]2022-05-08 15-15-00 images\[00283]2022-05-08 15-18-22 images\[00284]2022-05-08 15-19-13
1,2022/5/8 15:32-2022/5/8 15:35,2,images\[00285]2022-05-08 15-32-54 images\[00286]2022-05-08 15-35-56
1,2022/5/8 15:47-2022/5/8 16:01,8,  [玫瑰] images\[00287]2022-05-08 15-49-55   多买一个西瓜??   有需要的吗？   特小凤或者8424都可以～ images\[00288]2022-05-08 15-53-24 images\[00289]2022-05-08 15-59-36   [玫瑰]
1,2022/5/8 16:12-2022/5/8 16:22,4,images\[00290]2022-05-08 16-12-22 images\[00291]2022-05-08 16-18-05 images\[00292]2022-05-08 16-22-43   401
1,2022/5/8 16:49-2022/5/8 16:49,2,images\[00293]2022-05-08 16-49-45   103
1,2022/5/8 17:23-2022/5/8 17:23,1,images\[00294]2022-05-08 17-23-27
1,2022/5/8 17:51-2022/5/8 17:53,4,images\[00295]2022-05-08 17-51-17   明天开始每天进行2次抗原自测，早上7-9点，楼组长9点前上报结果，晚上6-8点，8点前上报结果。请各位居民务必认认真真开展抗原检测，谢谢配合[合十][合十][合十]   如果有些人没起床或者各种原因9点前没做，那么一定请他们上午一定要做一次！晚上的抗原结果请大家务必按时报给我，我晚上要统计好上报给点位长的，麻烦大家了，谢谢！[玫瑰][玫瑰][玫瑰]   @所有人?这是上级通知，请大家告知楼里居民哦！谢谢大家！
1,2022/5/8 18:07-2022/5/8 18:07,1,  知道了[抱拳]
1,2022/5/8 18:19-2022/5/8 18:34,9,"  各位邻居: 
  接上级通知，从明天开始一天做二次抗原:
  上午9点前上传
  下午4点左右上传
   胜利在望了[玫瑰]请大家配合好[抱拳]谢谢大家[抱拳][抱拳][抱拳]   好的??   知道了谢谢   我朋友住五角场街道别的小区，她们昨天也通知了这个，但是今天说又有新政策啦 images\[00296]2022-05-08 18-31-33   不知道会不会一会我们小区也调整抗原时间   如果有，马上转发。   政策天天在变，辛苦啦[玫瑰]   是的"
1,2022/5/8 18:58-2022/5/8 18:58,2,  毛头您是我们好组长，幸苦了经过一个月每次通知居民做核酸和发放检测，我们忠心感谢您。   谢谢啦[抱拳][抱拳][抱拳]
1,2022/5/8 19:58-2022/5/8 20:02,11,  有人喜欢新疆人的馕吗？买多了，可以让出五个[微笑] images\[00297]2022-05-08 19-58-37   给我二个[抱拳]   @毛头?好的，还有谁要吗？    给我吧   它一买就要10个一买的   好的 images\[00298]2022-05-08 20-01-33   我拿给你们   钱转给你   好的
1,2022/5/9 7:21-2022/5/9 7:54,11,"images\[00299]2022-05-09 07-21-04   毛头您看看可以吗?   可以的[抱拳]   麻烦请各位邻居:
  辛苦一下，起来做抗原了[抱拳]
  谢谢大家[抱拳][抱拳][抱拳] images\[00300]2022-05-09 07-38-31 images\[00301]2022-05-09 07-43-36   [抱拳] images\[00302]2022-05-09 07-46-39 images\[00303]2022-05-09 07-47-03 images\[00304]2022-05-09 07-52-29   [玫瑰]"
1,2022/5/9 8:07-2022/5/9 8:59,19,"images\[00305]2022-05-09 08-07-34 images\[00306]2022-05-09 08-12-38   [玫瑰] images\[00307]2022-05-09 08-15-24 images\[00308]2022-05-09 08-20-16   [抱拳] images\[00309]2022-05-09 08-23-41 images\[00310]2022-05-09 08-28-46 images\[00311]2022-05-09 08-29-02 images\[00312]2022-05-09 08-29-31 images\[00313]2022-05-09 08-31-45 images\[00314]2022-05-09 08-34-26   401   [抱拳]   谢谢大家的配合[抱拳] images\[00315]2022-05-09 08-52-06   [玫瑰]   今天下午继续做抗原哦
  傍晚5点半左右上传。
  谢谢大家[抱拳]   "
1,2022/5/9 9:17-2022/5/9 9:17,1,images\[00316]2022-05-09 09-17-23
1,2022/5/9 13:27-2022/5/9 13:34,10,"  各位邻居: 
  刚刚接到通知，从今天起，每天二次做好的抗原板要回收了。
  请大家上午做好的抗原板放着。
  等下午做好的抗原板一起回收。
  晚上我会每户回收的[抱拳]
  请大家能理解[抱拳][抱拳][抱拳]   收到   早上的已经扔了呀   收到   没事的，从晚上开始[抱拳]   好的??    收到   收到   每天还是二次抗原哦
  上午一次抗原，时间8点半前上传。
  下午一次抗原，时间5点半左右上传。
  还是一句话: 胜利在望[玫瑰]谢谢大家配合[抱拳][抱拳][抱拳]   [胜利][胜利][胜利]"
1,2022/5/9 15:50-2022/5/9 16:28,23,images\[00317]2022-05-09 15-50-37   [抱拳] images\[00318]2022-05-09 15-51-33 [点击播放语音] images\[00319]2022-05-09 15-55-19 images\[00320]2022-05-09 15-55-33   [玫瑰] images\[00321]2022-05-09 15-56-32   [玫瑰]   @毛头?好的 images\[00322]2022-05-09 16-04-16 images\[00323]2022-05-09 16-04-16   上午我忘做了   哦哦 images\[00324]2022-05-09 16-07-02 images\[00325]2022-05-09 16-09-17   401   [抱拳] images\[00326]2022-05-09 16-12-57 images\[00327]2022-05-09 16-18-06   [拥抱] images\[00328]2022-05-09 16-19-06 images\[00329]2022-05-09 16-28-28
1,2022/5/9 16:57-2022/5/9 16:59,4,images\[00330]2022-05-09 16-57-08 images\[00331]2022-05-09 16-58-38   [玫瑰] images\[00332]2022-05-09 16-59-15
1,2022/5/9 17:13-2022/5/9 17:19,2,images\[00333]2022-05-09 17-13-16 images\[00334]2022-05-09 17-19-34
1,2022/5/9 17:35-2022/5/9 17:35,1,  [拥抱]
1,2022/5/9 17:57-2022/5/9 17:57,1,images\[00335]2022-05-09 17-57-53
1,2022/5/9 20:29-2022/5/9 20:29,1,images\[00336]2022-05-09 20-29-42
1,2022/5/10 5:02-2022/5/10 5:02,1,  [转发的网页]
1,2022/5/10 7:43-2022/5/10 7:54,4,images\[00337]2022-05-10 07-43-10 images\[00338]2022-05-10 07-44-03 images\[00339]2022-05-10 07-53-29   [拥抱]
1,2022/5/10 8:16-2022/5/10 8:55,25,images\[00340]2022-05-10 08-16-29 images\[00341]2022-05-10 08-17-08   [玫瑰] images\[00342]2022-05-10 08-18-35 images\[00343]2022-05-10 08-18-40   401 images\[00344]2022-05-10 08-18-49   [玫瑰] images\[00345]2022-05-10 08-19-26   [玫瑰] images\[00346]2022-05-10 08-24-11 images\[00347]2022-05-10 08-26-24 images\[00348]2022-05-10 08-29-19 images\[00349]2022-05-10 08-30-19   [玫瑰]   [玫瑰] images\[00350]2022-05-10 08-31-05   [玫瑰] images\[00351]2022-05-10 08-38-08   [玫瑰] images\[00352]2022-05-10 08-41-36   [玫瑰] images\[00353]2022-05-10 08-44-04 images\[00354]2022-05-10 08-51-27   [玫瑰]
1,2022/5/10 9:23-2022/5/10 9:23,2,  转发个搞笑的抗原 images\[00355]2022-05-10 09-23-46
1,2022/5/10 10:28-2022/5/10 10:28,1,images\[00356]2022-05-10 10-28-44
1,2022/5/10 11:02-2022/5/10 11:02,1,images\[00357]2022-05-10 11-02-18
1,2022/5/10 15:00-2022/5/10 15:01,2,  各位邻居: 下午继续抗原哦[抱拳]   知道了谢谢
1,2022/5/10 15:17-2022/5/10 15:27,4,images\[00358]2022-05-10 15-17-23   [玫瑰] images\[00359]2022-05-10 15-27-24 images\[00360]2022-05-10 15-27-51
1,2022/5/10 15:38-2022/5/10 15:57,13,images\[00361]2022-05-10 15-38-01 images\[00362]2022-05-10 15-42-23   [抱拳] images\[00363]2022-05-10 15-43-32 images\[00364]2022-05-10 15-44-36   401   [拥抱] images\[00365]2022-05-10 15-47-01   [玫瑰] images\[00366]2022-05-10 15-47-18   [拥抱] images\[00367]2022-05-10 15-52-29 images\[00368]2022-05-10 15-57-34
