School_code,AgeID,School_name,Street,Town_suburb,Postcode,Phone,School_Email,Website,Fax,latest_year_enrolment_FTE,Indigenous_pct,LBOTE_pct,ICSEA_value,Level_of_schooling,Selective_school,Opportunity_class,School_specialty_type,School_subtype,Support_classes,Preschool_ind,Distance_education,Intensive_english_centre,School_gender,Late_opening_school,Date_1st_teacher,LGA,electorate_from_2023,electorate_2015_2022,Fed_electorate,Operational_directorate,Principal_network,Operational_directorate_office,Operational_directorate_office_phone,Operational_directorate_office_address,FACS_district,Local_health_district,AECG_region,ASGS_remoteness,Latitude,Longitude,Assets unit,SA4,Date_extracted
2327,49381,Kootingal Public School,Denman Avenue,KOOTINGAL,2352,6760 3332,kootingal-p.school@det.nsw.edu.au,https://kootingal-p.schools.nsw.gov.au,6760 3064,197.0,24.0,np,911,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1870-06-01,Tamworth Regional (A),Tamworth,Tamworth,New England,Rural North,Peel,Tamworth,6755 5000,"Level 3, Noel Park House, 155-157 Marius St, Tamworth 2340",Hunter New England & Central Coast,Hunter New England,North Western 2,Inner Regional Australia,-31.053487,151.053682,North Western NSW,New England and North West,2023-08-22
2330,49659,Kororo Public School,3 Korora School Road,KORORA,2450,6653 6201,kororo-p.school@det.nsw.edu.au,https://kororo-p.schools.nsw.gov.au,6653 6776,572.0,9.0,8.0,1010,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1893-01-01,Coffs Harbour (C),Coffs Harbour,Coffs Harbour,Cowper,Regional North and West,Coffs Harbour,Coffs Harbour,6656 6666,"Level 2 (West Wing), Rigby House, 27-29 Duke St, Coffs Harbour 2450",Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Inner Regional Australia,-30.254553,153.131921,North Coast,Coffs Harbour - Grafton,2023-08-22
2333,49542,Krambach Public School,3838 Bucketts Way,Krambach ,2429,6559 1221,krambach-p.school@det.nsw.edu.au,https://krambach-p.schools.nsw.gov.au,6559 1206,39.0,15.0,18.0,968,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1880-11-01,Mid-Coast (A),Myall Lakes,Myall Lakes,Lyne,Regional North and West,Great Lakes,Forster,6591 7600,"Middle St, Forster 2428",Hunter New England & Central Coast,Hunter New England,Manning,Inner Regional Australia,-32.046146,152.272293,North Coast,Mid North Coast,2023-08-22
2334,48692,Kulnura Public School,9 Williams Rd,Kulnura ,2250,4376 1264,kulnura-p.school@det.nsw.edu.au,https://kulnura-p.schools.nsw.gov.au,4376 1109,29.0,np,np,959,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1928-04-01,Central Coast (C),Gosford,Gosford,Robertson,Regional North,Mooney Mooney,Tuggerah,4348 9100,"14 Pioneer Ave, Tuggerah 2259",Hunter New England & Central Coast,Central Coast,Central Coast,Inner Regional Australia,-33.232582,151.216011,Hunter/Central Coast,Central Coast,2023-08-22
2340,50759,Kurmond Public School,494 Bells Line of Road,Kurmond ,2757,4573 1648,kurmond-p.school@det.nsw.edu.au,https://kurmond-p.schools.nsw.gov.au,,142.0,11.0,6.0,999,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1920-07-01,Hawkesbury (C),Hawkesbury,Hawkesbury,Macquarie,Regional North,Hawkesbury,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Inner Regional Australia,-33.549715,150.692309,Western Sydney,Sydney - Baulkham Hills and Hawkesbury,2023-08-22
2341,48662,Kurnell Public School,Dampier & Torres Sts,Kurnell ,2231,9668 9864,kurnell-p.school@det.nsw.edu.au,https://kurnell-p.schools.nsw.gov.au,9668 8131,215.0,6.0,13.0,1002,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1921-06-01,Sutherland Shire (A),Cronulla,Cronulla,Cook,Metropolitan South and West,Port Hacking,Miranda,9531 3900,"Cnr Kingsway and Sylva St, Miranda 1490","South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-34.010156,151.203773,Sydney,Sydney - Sutherland,2023-08-22
2342,50768,Kurrajong Public School,1111 Grose Vale Rd,Kurrajong ,2758,4573 1647,kurrajong-p.school@det.nsw.edu.au,https://kurrajong-p.schools.nsw.gov.au,4573 2044,206.0,6.0,9.0,1035,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1929-09-01,Hawkesbury (C),Hawkesbury,Hawkesbury,Macquarie,Regional North,Hawkesbury,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Inner Regional Australia,-33.555196,150.662653,Western Sydney,Sydney - Baulkham Hills and Hawkesbury,2023-08-22
2343,50764,Kurrajong East Public School,891 East Kurrajong Road,EAST KURRAJONG,2758,4576 3321,kurrajonge-p.school@det.nsw.edu.au,https://kurrajonge-p.schools.nsw.gov.au,4576 3579,89.0,7.0,np,967,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1878-03-01,Hawkesbury (C),Hawkesbury,Hawkesbury,Macquarie,Regional North,Hawkesbury,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Inner Regional Australia,-33.511172,150.77726,Western Sydney,Sydney - Baulkham Hills and Hawkesbury,2023-08-22
2344,50766,Kurrajong North Public School,Stone Terrace,KURRAJONG HILLS,2758,4567 7291,kurrajongn-p.school@det.nsw.edu.au,https://kurrajongn-p.schools.nsw.gov.au,,71.0,8.0,16.0,1056,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1878-10-01,Hawkesbury (C),Hawkesbury,Hawkesbury,Macquarie,Regional North,Hawkesbury,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Inner Regional Australia,-33.541815,150.639446,Western Sydney,Sydney - Baulkham Hills and Hawkesbury,2023-08-22
2349,49755,Kyogle Public School,192 Summerland Way,Kyogle ,2474,6632 1200,kyogle-p.school@det.nsw.edu.au,https://kyogle-p.schools.nsw.gov.au,6632 2579,281.0,15.0,5.0,933,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1895-04-01,Kyogle (A),Lismore,Lismore,Page,Rural North,Richmond,Goonellabah,6623 5900,"610 Ballina Rd, Goonellabah 2480",Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Inner Regional Australia,-28.625165,153.003916,North Coast,Richmond - Tweed,2023-08-22
2353,50499,Ladysmith Public School,Tywong St,Ladysmith ,2652,6922 1524,ladysmith-p.school@det.nsw.edu.au,https://ladysmith-p.schools.nsw.gov.au,6922 1696,30.0,np,0.0,1002,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1881-09-01,Wagga Wagga (C),Wagga Wagga,Wagga Wagga,Riverina,Rural South and West,Wagga Wagga,Wagga Wagga,02 6937 3800,"Level 4, 76 Morgan St, Wagga Wagga 2650","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Inner Regional Australia,-35.208549,147.510963,Southern NSW,Riverina,2023-08-22
2354,50420,Laggan Public School,Laggan Rd,Laggan ,2583,4837 3215,laggan-p.school@det.nsw.edu.au,https://laggan-p.schools.nsw.gov.au,4837 3227,11.0,0.0,0.0,976,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1868-07-01,Upper Lachlan Shire (A),Goulburn,Goulburn,Hume,Regional South,Yass,Queanbeyan,02 6200 5000,"Level 1, City Link Plaza, 24-36 Morisset St, Queanbeyan 2620",Illawarra Shoalhaven & Southern NSW,Southern NSW,Upper South Coast,Inner Regional Australia,-34.406246,149.527721,Southern NSW,Capital Region,2023-08-22
2356,49290,Laguna Public School,3738 The Great North Road,Laguna,2325,4998 8251,laguna-p.school@det.nsw.edu.au,https://laguna-p.schools.nsw.gov.au,4998 8106,50.0,np,np,1005,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1873-02-01,Cessnock (C),Cessnock,Cessnock,Hunter,Regional North,Cessnock,Maitland,4931 3500,"Level 1, 2 Caroline Pl, Maitland 2320",Hunter New England & Central Coast,Hunter New England,Hunter,Inner Regional Australia,-32.992121,151.130526,Hunter/Central Coast,Hunter Valley exc Newcastle,2023-08-22
2357,50484,Lake Albert Public School,Main St,Lake Albert ,2650,6922 6400,lakealbert-p.school@det.nsw.edu.au,https://lakealbert-p.schools.nsw.gov.au,6926 2065,467.0,14.0,3.0,986,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1868-02-01,Wagga Wagga (C),Wagga Wagga,Wagga Wagga,Riverina,Rural South and West,Wagga Wagga,Wagga Wagga,02 6937 3800,"Level 4, 76 Morgan St, Wagga Wagga 2650","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Inner Regional Australia,-35.173563,147.37924,Southern NSW,Riverina,2023-08-22
2359,46483,Lake Cargelligo Central School,65 Canada Street,LAKE CARGELLIGO,2672,6898 1008,lakecargel-c.school@det.nsw.edu.au,https://lakecargel-c.schools.nsw.gov.au,6898 1323,225.0,39.0,3.0,849,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,,N,N,N,Coed,Y,1880-04-01,Lachlan (A),Barwon,Barwon,Parkes,Rural South and West,West Wyalong,Griffith,02 6961 8100,"Government Offices, 104-110 Banna Ave, Griffith 2680","Murrumbidgee, Far West & Western NSW",Western NSW,Riverina 1,Remote Australia,-33.294836,146.373966,Southern NSW,Central West,2023-08-22
2360,48567,Lakemba Public School,Alice St,Lakemba ,2195,9759 8079,lakemba-p.school@det.nsw.edu.au,https://lakemba-p.schools.nsw.gov.au,9740 6794,397.0,0.0,98.0,985,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1869-04-01,Canterbury-Bankstown (A),Canterbury,Lakemba,Watson,Metropolitan South,Beverly Hills,Riverwood,9408 8900,"Union St, Riverwood 2210","South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan South West,Major Cities of Australia,-33.923615,151.070046,South Western Sydney,Sydney - Inner South West,2023-08-22
2362,48711,Lake Munmorah Public School,Carters Rd,Lake Munmorah,2259,4358 1171,lakemunmor-p.school@det.nsw.edu.au,https://lakemunmor-p.schools.nsw.gov.au,,399.0,14.0,7.0,952,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1923-01-01,Central Coast (C),Swansea,Swansea,Shortland,Regional North,Lake Macquarie East,Gateshead West,4088 3518,"40-44 Coral Cr, Gateshead West 2290",Hunter New England & Central Coast,Central Coast,Central Coast,Major Cities of Australia,-33.1882,151.575559,Hunter/Central Coast,Central Coast,2023-08-22
2363,50545,Lake Wyangan Public School,Boorga Rd,Lake Wyangan ,2680,6962 3217,lakewyanga-p.school@det.nsw.edu.au,https://lakewyanga-p.schools.nsw.gov.au,6964 1462,70.0,16.0,49.0,930,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1907-04-01,Griffith (C),Murray,Murray,Farrer,Rural South and West,Griffith,Griffith,02 6961 8100,"Government Offices, 104-110 Banna Ave, Griffith 2680","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 2,Outer Regional Australia,-34.248183,146.034238,Southern NSW,Riverina,2023-08-22
2366,49121,Lambton Public School,18-30 Croudace St,LAMBTON,2299,4957 1667,lambton-p.school@det.nsw.edu.au,https://lambton-p.schools.nsw.gov.au,,342.0,9.0,15.0,1040,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1865-09-01,Newcastle (C),Wallsend,Wallsend,Newcastle,Regional North,Newcastle,Newcastle,4924 9900,"Level 1, 117 Bull St, Newcastle 2300",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.911705,151.704134,Hunter/Central Coast,Newcastle and Lake Macquarie,2023-08-22
2368,47616,Lane Cove Public School,Austin St & Longueville Rd,Lane Cove ,2066,9427 1024,lanecove-p.school@det.nsw.edu.au,https://lanecove-p.schools.nsw.gov.au,9418 6277,769.0,np,48.0,1170,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1876-02-01,Lane Cove (A),Lane Cove,Lane Cove,North Sydney,Metropolitan North,North Sydney,MacPark,9886 7000,"Level 2, 75 Talavera Rd, Macquarie Park 2113","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.816514,151.169134,Northern Sydney,Sydney - North Sydney and Hornsby,2023-08-22
2370,49549,Lansdowne Public School,16 Macquarie St,Lansdowne,2430,6556 7147,lansdowne-p.school@det.nsw.edu.au,https://lansdowne-p.schools.nsw.gov.au,6556 7064,34.0,29.0,0.0,868,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1869-10-01,Mid-Coast (A),Myall Lakes,Port Macquarie,Lyne,Regional North and West,Taree,Forster,6591 7600,"Middle St, Forster 2428",Hunter New England & Central Coast,Hunter New England,Manning,Inner Regional Australia,-31.783944,152.532056,North Coast,Mid North Coast,2023-08-22
2372,49550,Upper Lansdowne Public School,1399 Upper Lansdowne Rd,Upper Lansdowne ,2430,6556 9163,lansdowneu-p.school@det.nsw.edu.au,https://lansdowneu-p.schools.nsw.gov.au,6556 9219,11.0,np,0.0,977,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1895-08-01,Mid-Coast (A),Myall Lakes,Port Macquarie,Lyne,Regional North and West,Taree,Forster,6591 7600,"Middle St, Forster 2428",Hunter New England & Central Coast,Hunter New England,Manning,Inner Regional Australia,-31.705206,152.467389,North Coast,Mid North Coast,2023-08-22
2373,47567,La Perouse Public School,Yarra Rd,La Perouse ,2036,9311 2210,laperouse-p.school@det.nsw.edu.au,https://laperouse-p.schools.nsw.gov.au,9311 3805,91.0,42.0,70.0,906,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1868-08-01,Randwick (C),Maroubra,Maroubra,Kingsford Smith,Metropolitan South,Botany Bay,St Peters,9582 5800,"Church St, St Peters 2044","South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.978352,151.235423,Sydney,Sydney - Eastern Suburbs,2023-08-22
2374,49179,Largs Public School,1-5 Hunter St,Largs ,2320,4930 1494,largs-p.school@det.nsw.edu.au,https://largs-p.schools.nsw.gov.au,4930 1843,147.0,10.0,np,986,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1849-01-01,Maitland (C),Upper Hunter,Maitland,Lyne,Regional North and West,Maitland,Maitland,4931 3500,"Level 1, 2 Caroline Pl, Maitland 2320",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.700491,151.60564,Hunter/Central Coast,Hunter Valley exc Newcastle,2023-08-22
2375,49810,Larnook Public School,1282 Cawongla Road,LARNOOK,2480,6688 0133,larnook-p.school@det.nsw.edu.au,https://larnook-p.schools.nsw.gov.au,6688 0189,21.0,np,0.0,883,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1922-05-01,Lismore (C),Lismore,Lismore,Page,Rural North,Richmond,Goonellabah,6623 5900,"610 Ballina Rd, Goonellabah 2480",Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Inner Regional Australia,-28.648612,153.114765,North Coast,Richmond - Tweed,2023-08-22
2377,49637,Laurieton Public School,Bold St,Laurieton ,2443,6559 9084,laurieton-p.school@det.nsw.edu.au,https://laurieton-p.schools.nsw.gov.au,6559 9572,163.0,13.0,5.0,980,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1877-04-01,Port Macquarie-Hastings (A),Port Macquarie,Port Macquarie,Lyne,Regional North and West,Hastings,Port Macquarie,6586 6900,"Findlay Ave, Port Macquarie 2444",Mid North Coast & Northern NSW,Mid North Coast,Manning,Inner Regional Australia,-31.651768,152.797491,North Coast,Mid North Coast,2023-08-22
2378,50448,Lavington Public School,497 Hague St,Lavington ,2641,6025 1864,lavington-p.school@det.nsw.edu.au,https://lavington-p.schools.nsw.gov.au,6040 2325,433.0,15.0,13.0,945,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1865-09-01,Albury (C),Albury,Albury,Farrer,Rural South and West,Albury,Albury,02 6051 4300,"521 Macauley St, Albury 2640","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Inner Regional Australia,-36.037411,146.928265,Southern NSW,Murray,2023-08-22
2379,49714,Lawrence Public School,High St,Lawrence ,2460,6647 7354,lawrence-p.school@det.nsw.edu.au,https://lawrence-p.schools.nsw.gov.au,6647 7068,62.0,11.0,12.0,936,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1868-01-01,Clarence Valley (A),Clarence,Clarence,Page,Rural North,Clarence Valley,Grafton,6641 5000,"97 Mary St, Grafton 2460",Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Outer Regional Australia,-29.491625,153.100368,North Coast,Coffs Harbour - Grafton,2023-08-22
2381,50871,Lawson Public School,Adelaide Street,Lawson,2783,4759 1196,lawson-p.school@det.nsw.edu.au,https://lawson-p.schools.nsw.gov.au,4759 2693,198.0,13.0,14.0,1030,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1888-11-01,Blue Mountains (C),Blue Mountains,Blue Mountains,Macquarie,Regional North,Blue Mountains,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.721217,150.428243,Western Sydney,Sydney - Outer West and Blue Mountains,2023-08-22
2386,50558,Leeton Public School,Mallee St,Leeton,2705,6953 3488,leeton-p.school@det.nsw.edu.au,https://leeton-p.schools.nsw.gov.au,6953 3175,318.0,7.0,17.0,978,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1912-05-01,Leeton (A),Murray,Murray,Farrer,Rural South and West,Narrandera,Wagga Wagga,02 6937 3800,"Level 4, 76 Morgan St, Wagga Wagga 2650","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Outer Regional Australia,-34.546126,146.407232,Southern NSW,Riverina,2023-08-22
2391,50868,Leura Public School,Mount Hay Rd & Willow Park Ave,Leura,2780,4784 1251,leura-p.school@det.nsw.edu.au,https://leura-p.schools.nsw.gov.au,4784 3156,211.0,3.0,20.0,1064,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1905-03-01,Blue Mountains (C),Blue Mountains,Blue Mountains,Macquarie,Regional North,Blue Mountains,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.711151,150.336733,Western Sydney,Sydney - Outer West and Blue Mountains,2023-08-22
2394,47790,Lidcombe Public School,Mills Street,Lidcombe ,2141,9649 7576,lidcombe-p.school@det.nsw.edu.au,https://lidcombe-p.schools.nsw.gov.au,9749 1197,839.0,np,93.0,1005,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1879-02-01,Cumberland (A),Auburn,Auburn,Reid,Metropolitan South,Chullora,St Peters,9582 5800,"Church St, St Peters 2044",Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan South West,Major Cities of Australia,-33.861019,151.046926,South Western Sydney,Sydney - Parramatta,2023-08-22
2395,56309,Lightning Ridge Central School,Kaolin Street,LIGHTNING RIDGE,2834,6829 0511,lightningr-c.school@det.nsw.edu.au,https://lightningr-c.schools.nsw.gov.au,6829 0137,349.0,53.0,8.0,821,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,,N,N,N,Coed,Y,1907-03-01,Walgett (A),Barwon,Barwon,Parkes,Rural North,Western Plains,Tamworth,6755 5000,"Level 3, Noel Park House, 155-157 Marius St, Tamworth 2340","Murrumbidgee, Far West & Western NSW",Western NSW,North Western 1,Remote Australia,-29.425211,147.978614,North Western NSW,Far West and Orana,2023-08-22
2403,47626,Lindfield Public School,Pacific Hwy,Lindfield ,2070,9416 1903,lindfield-p.school@det.nsw.edu.au,https://lindfield-p.schools.nsw.gov.au,9416 2317,749.0,np,62.0,1172,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1903-04-01,Ku-ring-gai (A),Davidson,Davidson,Bradfield,Metropolitan North,Gordon,MacPark,9886 7000,"Level 2, 75 Talavera Rd, Macquarie Park 2113","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.78075,151.168917,Northern Sydney,Sydney - North Sydney and Hornsby,2023-08-22
2404,47627,Lindfield East Public School,Tryon Rd,East Lindfield,2070,9416 1955,lindfielde-p.school@det.nsw.edu.au,https://lindfielde-p.schools.nsw.gov.au,,585.0,0.0,62.0,1172,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1929-05-01,Ku-ring-gai (A),Davidson,Davidson,Bradfield,Metropolitan North,The Forest,Dee Why,9982 0500,"72 Fisher Rd, Dee Why 2099","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.767479,151.18429,Northern Sydney,Sydney - North Sydney and Hornsby,2023-08-22
