区域,区域.1,房屋,链接,参考总价,参考单价,小区,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房协编码
福田区,华强北,小区位置华强北位置，四条地铁口物业，地段好,https://sz.lianjia.com/ershoufang/105107197636.html,339万,100000元/平米,桑达小区,1室0厅0厨1卫,低楼层 (共6层),33.89㎡,平层,28.84㎡,板楼,南,砖混结构,简装,一梯六户,无,2021/5/1,商品房,2005/4/4,普通住宅,满五年,非共有,无抵押,已上传房本照片,U219570224115
福田区,华强北,阁林网苑 1室1厅 南,https://sz.lianjia.com/ershoufang/105107221032.html,342万,91700元/平米,阁林网苑,1室1厅0厨0卫,高楼层 (共19层),37.23㎡,平层,暂无数据,塔楼,南,钢混结构,其他,三梯二十六户,有,2021/5/4,商品房,2012/10/19,普通住宅,满五年,非共有,无抵押,已上传房本照片,U215276915893
福田区,华强北,该房子采光通透 交通便利 坐拥繁华之地 尽享繁华,https://sz.lianjia.com/ershoufang/105107226245.html,429万,85800元/平米,现代之窗,1室0厅0厨1卫,中楼层 (共32层),50㎡,平层,暂无数据,塔楼,南,钢混结构,简装,四梯十六户,有,2021/5/5,商品房,2016/9/22,公寓,满两年,非共有,有抵押 200万元 金融公司垫资,已上传房本照片,2.15E+11
福田区,华强北,业主诚心出售，有红本，满五不唯一,https://sz.lianjia.com/ershoufang/105107326502.html,451万,91700元/平米,阁林网苑,1室0厅0厨1卫,高楼层 (共19层),49.13㎡,平层,38.61㎡,塔楼,西,钢混结构,其他,三梯二十六户,有,2021/5/15,商品房,2010/4/7,普通住宅,满五年,非共有,有抵押,已上传房本照片,U216375077104
福田区,华强北,满五年 小户型 总价低 双住宅 产权清晰 签约随时,https://sz.lianjia.com/ershoufang/105107297298.html,339万,100000元/平米,桑达小区,1室0厅1厨1卫,高楼层 (共6层),33.89㎡,平层,暂无数据,板楼,南,砖混结构,其他,一梯十四户,无,2021/5/12,商品房,2012/5/17,普通住宅,满五年,非共有,无抵押,已上传房本照片,3000683848
福田区,华强北,阁林网苑稀有户型，业主诚心卖，出行便利,https://sz.lianjia.com/ershoufang/105107326591.html,328万,91700元/平米,阁林网苑,1室0厅0厨1卫,高楼层 (共19层),35.76㎡,平层,28.11㎡,塔楼,东南,钢混结构,简装,三梯二十六户,有,2021/5/15,商品房,2010/4/7,公寓,满五年,非共有,有抵押 100万元,已上传房本照片,U215644116416
福田区,华强北,君悦阁 2房 满5年 地铁物业 荔园南+红岭 诚售,https://sz.lianjia.com/ershoufang/105101098165.html,817万,103400元/平米,君悦阁,2室1厅1厨1卫,高楼层 (共26层),78.99㎡,暂无数据,63.05㎡,塔楼,西北,钢混结构,简装,三梯十六户,有,2017/11/14,商品房,2010/10/29,普通住宅,满五年,非共有,有抵押 120万元 未知金额 客户偿还,已上传房本照片,1.80E+11
福田区,华强北,百.花+实.验 A类积分 70年满五唯一 红本在手 诚心卖,https://sz.lianjia.com/ershoufang/105107231359.html,380万,100000元/平米,桑达小区,1室0厅1厨1卫,中楼层 (共7层),37.95㎡,平层,暂无数据,板楼,东,砖混结构,简装,一梯三户,暂无数据,2021/5/5,商品房,1997/12/18,普通住宅,满五年,共有,无抵押,已上传房本照片,U213915471917
福田区,华强北,70年产权 户型方正 业主诚售 价格可谈 随时看房,https://sz.lianjia.com/ershoufang/105107302367.html,535万,125200元/平米,金茂礼都,1室1厅1厨1卫,中楼层 (共27层),42.67㎡,平层,32.37㎡,塔楼,南,钢混结构,简装,三梯十四户,有,2021/5/12,商品房,2005/2/23,普通住宅,满五年,非共有,无抵押,已上传房本照片,2.13E+11
福田区,华强北,红本在手，地铁口物业，高层视野开阔,https://sz.lianjia.com/ershoufang/105107274673.html,462万,125200元/平米,金茂礼都,1室0厅1厨1卫,高楼层 (共27层),36.84㎡,平层,27.95㎡,塔楼,东南,钢混结构,简装,三梯十四户,有,2021/5/9,商品房,2016/5/3,普通住宅,满五年,共有,无抵押,已上传房本照片,2.10E+11
福田区,华强北,满两年，精装修，双层复式使用率高，红本在手。,https://sz.lianjia.com/ershoufang/105101368033.html,895万,108700元/平米,朗钜云尚公馆,4室2厅1厨2卫,高楼层 (共31层),82.27㎡,复式,64.65㎡,塔楼,南,钢混结构,精装,三梯二十七户,有,2018/5/16,商品房,2015/10/23,普通住宅,满五年,非共有,无抵押,已上传房本照片,U181654134603
福田区,华强北,红本在手 满五年   高层朝南  诚心卖,https://sz.lianjia.com/ershoufang/105106555036.html,449万,125200元/平米,金茂礼都,1室0厅1厨1卫,中楼层 (共32层),35.8㎡,平层,27.27㎡,塔楼,南,钢混结构,精装,三梯十六户,有,2021/3/5,商品房,2005/3/14,普通住宅,满五年,共有,无抵押,已上传房本照片,U212006830438
福田区,华强北,荔园南+红岭，满五年，欠款自赎，税费少，户型方正,https://sz.lianjia.com/ershoufang/105105973835.html,340万,91700元/平米,阁林网苑,1室1厅0厨1卫,高楼层 (共19层),37㎡,平层,29.99㎡,塔楼,南,钢混结构,精装,三梯二十六户,有,2020/12/8,商品房,2010/4/7,普通住宅,满五年,非共有,有抵押 100万元 业主自还,已上传房本照片,U207536852156
福田区,华强北,业主诚心在卖，采光充足！地铁口物业。,https://sz.lianjia.com/ershoufang/105104540639.html,510万,103400元/平米,君悦阁,1室1厅1厨1卫,中楼层 (共26层),49.26㎡,平层,暂无数据,塔楼,西南,钢混结构,简装,三梯十六户,有,2020/6/7,商品房,2017/2/21,普通住宅,满两年,共有,无抵押,已上传房本照片,U208893556646
福田区,华强北,业主诚卖 地铁口物业 随时可签,https://sz.lianjia.com/ershoufang/105105918921.html,400万,96500元/平米,群星广场,1室0厅0厨1卫,低楼层 (共37层),41.38㎡,平层,暂无数据,塔楼,北,钢混结构,简装,九梯二十八户,有,2020/12/1,商品房,2017/6/2,普通住宅,满两年,非共有,有抵押 120万元 客户偿还,已上传房本照片,2.12E+11
福田区,华强北,荔园南（本部）+红岭80分 精装拎包入住,https://sz.lianjia.com/ershoufang/105103465027.html,441万,103400元/平米,君悦阁,1室1厅0厨1卫,高楼层 (共26层),42.61㎡,平层,34.01㎡,塔楼,南,钢混结构,简装,三梯十六户,有,2019/11/30,商品房,2015/5/25,普通住宅,满五年,非共有,有抵押 130万元 客户偿还,已上传房本照片,2.00E+12
福田区,华强北,业主诚卖，房子满两年，不唯一。,https://sz.lianjia.com/ershoufang/105104177816.html,299万,90300元/平米,桑达大厦,1室0厅0厨1卫,高楼层 (共27层),33.07㎡,平层,暂无数据,塔楼,南,钢混结构,简装,六梯十九户,有,2020/4/24,商品房,2016/2/17,普通住宅,满五年,非共有,有抵押 240万元 交通银行,已上传房本照片,2.16E+11
福田区,华强北,双地铁口，满5年，楼层好，，配套设施齐全，诚心卖,https://sz.lianjia.com/ershoufang/105106650712.html,303万,103400元/平米,君悦阁,1室0厅1厨1卫,中楼层 (共26层),29.23㎡,平层,暂无数据,塔楼,南,钢混结构,简装,三梯十六户,有,2021/3/15,商品房,2005/2/2,普通住宅,满五年,非共有,无抵押,已上传房本照片,u175077567370
福田区,华强北,该房子满五唯一，户型方正少有，端头位，两面采光.,https://sz.lianjia.com/ershoufang/105106597242.html,510万,103400元/平米,君悦阁,1室1厅1厨1卫,中楼层 (共26层),49.26㎡,平层,38.11㎡,塔楼,南 西,钢混结构,精装,三梯十六户,有,2021/3/9,商品房,2016/7/25,普通住宅,满两年,非共有,有抵押 250万元 工商银行 客户偿还,已上传房本照片,2.00E+11
福田区,华强北,此房红本在手、楼层高、总价低、A类积分,https://sz.lianjia.com/ershoufang/105104729333.html,295万,125200元/平米,金茂礼都,1室0厅1厨1卫,高楼层 (共32层),23.49㎡,平层,17.9㎡,塔楼,东,钢混结构,其他,三梯十六户,有,2020/7/2,商品房,2016/7/22,普通住宅,满两年,非共有,无抵押,已上传房本照片,2.10E+11
福田区,华强北,"刚上架好房,满五年,荔园南+红岭,高层朝东,诚心卖",https://sz.lianjia.com/ershoufang/105106411700.html,437万,103400元/平米,君悦阁,1室0厅0厨1卫,高楼层 (共26层),42.23㎡,平层,33.79㎡,塔楼,东,钢混结构,简装,三梯十六户,有,2021/2/19,商品房,2015/8/18,普通住宅,满五年,非共有,有抵押 120万元,已上传房本照片,2.19E+11
福田区,华强北,此房业主诚卖，满五不唯一，有欠款，采光好，楼层好,https://sz.lianjia.com/ershoufang/105104831284.html,788万,97600元/平米,中泰燕南名庭,2室1厅1厨1卫,高楼层 (共21层),80.73㎡,平层,暂无数据,塔楼,南,钢混结构,精装,三梯五户,有,2020/7/14,商品房,2013/7/5,普通住宅,满五年,非共有,有抵押 70万元 民生银行,已上传房本照片,U198309640610
福田区,华强北,荔园+红岭，花园小区温馨南向三房，产权清晰,https://sz.lianjia.com/ershoufang/105104615711.html,1032万,98500元/平米,玮鹏花园,3室1厅1厨2卫,低楼层 (共33层),104.77㎡,平层,暂无数据,塔楼,南,钢混结构,其他,三梯八户,有,2020/6/17,商品房,2011/6/20,普通住宅,满五年,非共有,有抵押 50万元,已上传房本照片,2.01E+11
福田区,华强北,"荔枝公园门口，可三代同堂居住,采光充足.",https://sz.lianjia.com/ershoufang/105106454565.html,817万,98300元/平米,通新岭,3室2厅1厨1卫,中楼层 (共7层),83.04㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,无,2021/2/23,商品房,1988/12/1,普通住宅,满五年,非共有,无抵押,已上传房本照片,U218575836986
福田区,华强北,此房满五唯一，红本在手，荔园+红岭,https://sz.lianjia.com/ershoufang/105106366968.html,1025万,98500元/平米,玮鹏花园,3室2厅1厨2卫,高楼层 (共33层),104.03㎡,平层,88㎡,塔楼,西南,钢混结构,精装,三梯八户,有,2021/2/1,商品房,2005/8/10,普通住宅,满五年,非共有,无抵押,已上传房本照片,3000348502
福田区,华强北,南北户型 住家楼层 精装修 业主诚心出售,https://sz.lianjia.com/ershoufang/105104167020.html,1103万,82800元/平米,桑达新村,5室1厅1厨1卫,低楼层 (共7层),133.2㎡,平层,暂无数据,板楼,南,砖混结构,其他,一梯四户,无,2020/4/23,商品房,2011/6/21,普通住宅,满五年,非共有,有抵押 400万元,已上传房本照片,3000658553
福田区,华强北,此房满五年，红本在手，荔园+红岭,https://sz.lianjia.com/ershoufang/105106007788.html,904万,98500元/平米,玮鹏花园,3室1厅1厨1卫,中楼层 (共33层),91.75㎡,平层,暂无数据,塔楼,南,钢混结构,其他,三梯八户,有,2020/12/12,商品房,2005/8/4,普通住宅,满五年,共有,无抵押,已上传房本照片,2.13E+11
福田区,华强北,三房格局 户型方正 家门口的校区,https://sz.lianjia.com/ershoufang/105105775782.html,1032万,98500元/平米,玮鹏花园,3室2厅1厨2卫,中楼层 (共33层),104.77㎡,平层,88.16㎡,塔楼,东北,钢混结构,精装,三梯八户,有,2020/11/13,商品房,2005/7/12,普通住宅,满五年,非共有,无抵押,已上传房本照片,U212136183423
福田区,华强北,红本在手，满五年税费少，住宅A类积分。,https://sz.lianjia.com/ershoufang/105106423885.html,705万,77700元/平米,东风汽车大院,3室2厅1厨1卫,高楼层 (共7层),90.7㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯两户,无,2021/2/20,商品房,2003/4/8,普通住宅,满五年,共有,无抵押,已上传房本照片,2.16E+11
福田区,华强北,满五唯一 双地铁 户型方正 税费少 70年产权,https://sz.lianjia.com/ershoufang/105104963109.html,847万,96500元/平米,群星广场,3室2厅1厨1卫,低楼层 (共30层),87.74㎡,平层,暂无数据,塔楼,南,钢混结构,精装,三梯八户,有,2020/7/31,商品房,2011/3/11,普通住宅,满五年,非共有,有抵押 400万元 杭州银行 业主自还,已上传房本照片,U160390632044
福田区,华强北,荔园南红岭   业主诚卖房源  急卖,https://sz.lianjia.com/ershoufang/105105727703.html,700万,108700元/平米,朗钜云尚公馆,2室1厅1厨1卫,高楼层 (共31层),64.31㎡,跃层,48.79㎡,塔楼,东,钢混结构,精装,三梯二十七户,有,2020/11/7,商品房,2016/12/21,普通住宅,满两年,非共有,有抵押 470万元,已上传房本照片,25465484
福田区,华强北,本房为标准的大3房，南北通，住家舒适,https://sz.lianjia.com/ershoufang/105105341296.html,809万,75000元/平米,华发大院,3室1厅1厨1卫,高楼层 (共8层),107.76㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯四户,无,2020/9/16,商品房,2017/11/10,普通住宅,满两年,非共有,有抵押,已上传房本照片,2.02E+11
福田区,华强北,荔园 15年次新房  三房装修好  70年住宅,https://sz.lianjia.com/ershoufang/105106745372.html,654万,108700元/平米,朗钜云尚公馆,3室2厅1厨1卫,高楼层 (共31层),60.09㎡,跃层,暂无数据,塔楼,南 北,钢混结构,精装,三梯二十七户,有,2021/3/24,商品房,2017/2/14,普通住宅,满两年,非共有,有抵押 150万元 中国光大银行 金融公司垫资,已上传房本照片,U217822532766
福田区,华强北,"满5年， 双地铁 朝南向，业主换房诚心卖,稳定租金",https://sz.lianjia.com/ershoufang/105105595313.html,844万,96500元/平米,群星广场,2室2厅1厨1卫,低楼层 (共30层),87.39㎡,平层,暂无数据,塔楼,南,钢混结构,精装,三梯八户,有,2020/10/22,商品房,2014/11/3,普通住宅,满五年,非共有,有抵押 170万元 招商银行 业主自还,已上传房本照片,1.69E+11
福田区,华强北,满5年 双住宅 朝南户型 单价低  名校坐配,https://sz.lianjia.com/ershoufang/105105517131.html,1180万,92900元/平米,桑达雅苑,3室1厅1厨2卫,高楼层 (共25层),126.96㎡,平层,暂无数据,塔楼,南,钢混结构,简装,四梯十四户,有,2020/10/12,商品房,2010/11/3,普通住宅,满五年,非共有,无抵押,已上传房本照片,17598497149
福田区,华强北,赛格公寓 大户型  诚心卖 未锁定,https://sz.lianjia.com/ershoufang/105105081119.html,1443万,104000元/平米,赛格公寓,4室1厅0厨2卫,低楼层 (共10层),138.67㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯四户,有,2020/8/14,商品房,2009/7/2,普通住宅,满五年,非共有,有抵押 700万元 中国银行 客户偿还,已上传房本照片,U208117604450
福田区,华强北,满5住宅 热门活跃小区 看房方便 潜力大,https://sz.lianjia.com/ershoufang/105106958530.html,694万,73400元/平米,华新村东区,3室1厅1厨1卫,高楼层 (共7层),94.55㎡,平层,暂无数据,板楼,北 南,砖混结构,简装,一梯两户,无,2021/4/11,商品房,2009/12/23,普通住宅,满五年,非共有,有抵押 30万元,已上传房本照片,U101525074913
福田区,华强北,荔园 红岭 电梯房 西南向 高楼层 税费少 未占用,https://sz.lianjia.com/ershoufang/105107009177.html,706万,97600元/平米,中泰燕南名庭,2室2厅1厨1卫,高楼层 (共19层),72.33㎡,复式,51.66㎡,塔楼,南,钢混结构,简装,三梯十四户,有,2021/4/15,商品房,2007/3/6,普通住宅,满五年,共有,无抵押,已上传房本照片,2.16E+11
福田区,华强北,"上下两层 ，朝南看花园，通风+采光好,纯住宅，带阳台",https://sz.lianjia.com/ershoufang/105105949790.html,504万,97600元/平米,中泰燕南名庭,4室1厅1厨1卫,高楼层 (共19层),51.63㎡,复式,暂无数据,塔楼,南,钢混结构,简装,三梯十四户,有,2020/12/5,商品房,2017/7/24,普通住宅,满两年,非共有,无抵押,已上传房本照片,U198291851257
福田区,华强北,业主诚意售卖 | 红本在手 | 满五年住宅 | 看房方便,https://sz.lianjia.com/ershoufang/105106441874.html,592万,92900元/平米,桑达雅苑,3室1厅1厨1卫,中楼层 (共25层),63.63㎡,平层,48.72㎡,塔楼,南,钢混结构,简装,四梯十四户,有,2021/2/22,商品房,2013/2/14,普通住宅,满五年,非共有,无抵押,已上传房本照片,U212901482315
福田区,华强北,荔园 满5唯一  装修好  距离荔园100米  A类积分 住宅,https://sz.lianjia.com/ershoufang/105105556264.html,710万,81700元/平米,航天立业华庭,3室1厅1厨1卫,高楼层 (共29层),86.81㎡,平层,暂无数据,塔楼,北,钢混结构,精装,三梯十四户,有,2020/10/17,商品房,2016/3/1,普通住宅,满五年,非共有,有抵押 300万元 中国银行 金融公司垫资,已上传房本照片,U172889127674
福田区,华强北,优质 宝树台  次新房宜居小区  满5唯一  双住宅,https://sz.lianjia.com/ershoufang/105106172884.html,1122万,100000元/平米,宝树台,4室1厅1厨1卫,高楼层 (共28层),112.12㎡,平层,84.81㎡,塔楼,南,钢混结构,精装,两梯四户,有,2021/1/3,商品房,2012/12/7,普通住宅,满五年,共有,无抵押,已上传房本照片,U218473642591
