类别,行政区,点评数,口味,环境,服务,人均消费,城市,Lng,Lat
甜点, 浦东新区,940,8.3,7.7,7.4,25,上海市,121.5092698,31.19655072
火锅, 杨浦区,582,8,6.5,7,73,上海市,121.5092627,31.28140606
火锅, 杨浦区,15,7.3,7.4,7.4,70,上海市,121.5092571,31.31148705
甜点, 浦东新区,171,7.7,7.7,7.8,11,上海市,121.5092638,31.19654471
美食, 浦东新区,26,6.4,6.5,6.4,20,上海市,121.5092638,31.19654471
湘菜, 杨浦区,17,7.2,7.2,7.2,20,上海市,121.5092582,31.2624281
美食, 杨浦区,22,7.4,6.8,7.1,17,上海市,121.5092379,31.2772867
川菜, 杨浦区,215,7.9,9,8.6,106,上海市,121.5092317,31.30332613
川菜, 杨浦区,88,8.6,8.6,8.4,64,上海市,121.5092317,31.30332613
火锅, 杨浦区,41,7.6,7.6,7.6,134,上海市,121.5092317,31.30332613
快餐, 杨浦区,575,8.4,7.7,8.2,36,上海市,121.5092317,31.30332613
快餐, 杨浦区,192,7.4,7.5,7.4,12,上海市,121.5092317,31.30332613
快餐, 杨浦区,865,7.4,7.3,7.3,27,上海市,121.5092317,31.30332613
快餐, 杨浦区,2328,7.1,7.2,7.2,36,上海市,121.5092317,31.30332613
快餐, 杨浦区,208,7.3,7.2,7.1,17,上海市,121.5092317,31.30332613
快餐, 杨浦区,619,7,6.7,6.7,26,上海市,121.5092317,31.30332613
快餐, 杨浦区,468,5.8,5.9,5.9,18,上海市,121.5092317,31.30332613
西餐, 杨浦区,109,8.2,8.2,8.1,76,上海市,121.5092317,31.30332613
西餐, 杨浦区,452,9,9.1,9.2,142,上海市,121.5092317,31.30332613
西餐, 杨浦区,248,8.6,9,8.9,42,上海市,121.5092317,31.30332613
甜点, 杨浦区,4150,8.3,8,7.8,36,上海市,121.5092317,31.30332613
甜点, 杨浦区,1629,8.3,8.2,7.6,50,上海市,121.5092317,31.30332613
甜点, 杨浦区,4647,7.7,7.5,7.3,59,上海市,121.5092317,31.30332613
甜点, 杨浦区,271,8.4,8.3,8.4,18,上海市,121.5092317,31.30332613
甜点, 杨浦区,180,7.5,7.6,7.8,14,上海市,121.5092317,31.30332613
甜点, 杨浦区,972,8.3,8.1,8.1,23,上海市,121.5092317,31.30332613
甜点, 杨浦区,195,7,6.7,6.4,38,上海市,121.5092317,31.30332613
甜点, 杨浦区,1587,8.2,8.2,8.1,32,上海市,121.5092317,31.30332613
甜点, 杨浦区,429,7.2,6.6,6.3,42,上海市,121.5092317,31.30332613
甜点, 杨浦区,354,7.1,7.1,7.1,18,上海市,121.5092317,31.30332613
甜点, 杨浦区,135,7.3,7.4,7.4,24,上海市,121.5092317,31.30332613
甜点, 杨浦区,6,6.4,6.4,6.4,23,上海市,121.5092317,31.30332613
甜点, 杨浦区,87,6.7,6.5,6.4,22,上海市,121.5092317,31.30332613
甜点, 杨浦区,132,7.1,6.8,6.8,21,上海市,121.5092317,31.30332613
咖啡厅, 杨浦区,392,7.7,8.5,7.9,89,上海市,121.5092317,31.30332613
甜点, 杨浦区,235,7.2,6.4,6.4,40,上海市,121.5092317,31.30332613
甜点, 杨浦区,519,7.6,7.5,7.6,22,上海市,121.5092317,31.30332613
火锅, 闵行区,58,8.1,8.4,8.1,128,上海市,121.5092317,31.30332613
料理, 闵行区,41,7.8,7.6,8.2,104,上海市,121.5092317,31.30332613
西餐, 闵行区,65,0,0,0,68,上海市,121.5092317,31.30332613
快餐, 宝山区,242,7.8,7.7,7.6,30,上海市,121.5092317,31.30332613
浙菜, 杨浦区,211,0,0,0,93,上海市,121.5092302,31.26208616
快餐, 浦东新区,598,6.5,6.4,6.3,21,上海市,121.5092241,31.23910138
粤菜, 杨浦区,39,7,6.5,6.5,36,上海市,121.5091633,31.28137678
快餐, 杨浦区,104,7.7,7.6,7.7,31,上海市,121.509161,31.3090637
亚菜, 杨浦区,219,7.9,8.1,8,46,上海市,121.509161,31.3090637
美食, 浦东新区,4,7.2,7.2,7.2,30,上海市,121.5091639,31.23919716
甜点, 杨浦区,7,6.5,7.1,6.9,10,上海市,121.5091576,31.30110179
快餐, 浦东新区,80,7.9,7.4,7.3,16,上海市,121.5091488,31.22756448
快餐, 浦东新区,248,6.5,6.3,6.1,21,上海市,121.5091352,31.23440227
湘菜, 杨浦区,184,8.8,9,8.8,88,上海市,121.5091124,31.30217124
烧烤, 杨浦区,244,8.9,8.7,9.1,95,上海市,121.5091124,31.30217124
咖啡厅, 杨浦区,31,8.1,8.1,8.3,33,上海市,121.5091124,31.30217124
浙菜, 闵行区,12,7.2,7.2,7.3,36,上海市,121.5091315,31.06352289
美食, 杨浦区,289,7,6.5,6.7,72,上海市,121.5091082,31.26801125
烧烤, 浦东新区,33,6.9,6.6,6.8,22,上海市,121.5091042,31.19689207
西餐, 杨浦区,340,7.6,8.4,7.6,54,上海市,121.5090966,31.26267052
快餐, 杨浦区,68,7.8,7.9,7.7,42,上海市,121.5090787,31.30905146
本菜, 杨浦区,485,7.9,7.9,7.5,79,上海市,121.5090793,31.30214415
本菜, 杨浦区,469,7.4,7.2,7.2,41,上海市,121.5090793,31.30214415
美食, 浦东新区,39,7,7.1,6.7,44,上海市,121.5090761,31.19677605
浙菜, 杨浦区,88,7,6.7,6.8,55,上海市,121.5090516,31.29703809
快餐, 杨浦区,75,8.3,8.4,8.3,24,上海市,121.5090503,31.27713822
南菜, 杨浦区,293,9,9.1,9.2,95,上海市,121.5090481,31.30225002
粤菜, 杨浦区,83,8.1,8.6,8.4,86,上海市,121.5090436,31.30831564
咖啡厅, 浦东新区,384,8.3,8.7,9,48,上海市,121.509033,31.21965686
咖啡厅, 浦东新区,37,7.9,8,8.2,56,上海市,121.509033,31.21965686
火锅, 杨浦区,42,6.7,6.5,6.5,35,上海市,121.5089744,31.27287779
浙菜, 闵行区,110,7.2,7.3,7.3,104,上海市,121.5089922,31.01335965
咖啡厅, 杨浦区,166,7.7,7.4,7.5,38,上海市,121.5089628,31.30307644
快餐, 杨浦区,392,7.7,8.2,7.7,25,上海市,121.508961,31.27670614
浙菜, 杨浦区,3440,7.1,7.1,6.7,157,上海市,121.5089583,31.29676892
本菜, 浦东新区,217,6.9,6.5,6.9,24,上海市,121.5089542,31.23803008
咖啡厅, 浦东新区,1,6.9,6.9,6.9,14,上海市,121.5089572,31.14298931
快餐, 杨浦区,2,7,7,7,14,上海市,121.5089371,31.26304189
甜点, 杨浦区,81,7.8,8.2,8.1,22,上海市,121.5088962,31.30733459
火锅, 杨浦区,14863,8.4,8.3,8.1,132,上海市,121.5088953,31.30531337
快餐, 杨浦区,7867,8,8.4,8.2,44,上海市,121.5088953,31.30531337
甜点, 杨浦区,44,8.5,8.3,8.3,89,上海市,121.5088914,31.30450568
甜点, 杨浦区,33,7.3,7.5,7.3,19,上海市,121.5088914,31.30450568
美食, 杨浦区,0,0,0,0,19,上海市,121.5088879,31.26290081
西餐, 浦东新区,116,7.7,7.5,7.6,47,上海市,121.5088817,31.20545123
浙菜, 杨浦区,10,6.9,7,7,50,上海市,121.5088666,31.31320525
快餐, 杨浦区,15,7.6,7.5,7.5,18,上海市,121.5088666,31.31320525
浙菜, 浦东新区,5245,8.1,8.4,8.2,73,上海市,121.5088739,31.14287513
浙菜, 浦东新区,930,7.3,7.3,6.9,113,上海市,121.5088739,31.14287513
川菜, 浦东新区,3727,8.5,8.6,8.3,90,上海市,121.5088739,31.14287513
川菜, 浦东新区,4261,8,7.8,7.9,75,上海市,121.5088739,31.14287513
川菜, 浦东新区,1654,7.6,7.7,7.5,80,上海市,121.5088739,31.14287513
川菜, 浦东新区,821,7,7,6.9,76,上海市,121.5088739,31.14287513
粤菜, 浦东新区,5151,8.1,8.1,7.7,81,上海市,121.5088739,31.14287513
粤菜, 浦东新区,3447,7.2,7.2,7.1,82,上海市,121.5088739,31.14287513
湘菜, 浦东新区,1873,7.6,7.9,7.6,72,上海市,121.5088739,31.14287513
火锅, 浦东新区,1376,7.7,7.9,7.3,130,上海市,121.5088739,31.14287513
火锅, 浦东新区,2311,7.5,7.5,7.5,109,上海市,121.5088739,31.14287513
助餐, 浦东新区,597,7.5,7.9,7.8,117,上海市,121.5088739,31.14287513
快餐, 浦东新区,256,7.8,7.8,7.4,36,上海市,121.5088739,31.14287513
快餐, 浦东新区,188,7.5,7.4,7.3,29,上海市,121.5088739,31.14287513
本菜, 浦东新区,25,8,8.3,7.8,133,上海市,121.5088739,31.14287513
西餐, 浦东新区,1382,7.8,8.1,8.4,127,上海市,121.5088739,31.14287513
西餐, 浦东新区,1875,7.9,7.5,7.4,30,上海市,121.5088739,31.14287513
西餐, 浦东新区,499,7.9,7.5,7.4,39,上海市,121.5088739,31.14287513
西餐, 浦东新区,1044,6.8,7.2,7.4,50,上海市,121.5088739,31.14287513
甜点, 浦东新区,188,7.6,8,7.7,31,上海市,121.5088739,31.14287513
咖啡厅, 浦东新区,574,7.9,7.7,7.7,37,上海市,121.5088739,31.14287513
甜点, 浦东新区,355,7.8,7.7,7.4,29,上海市,121.5088739,31.14287513
甜点, 浦东新区,52,7.9,8.1,8.2,15,上海市,121.5088739,31.14287513
甜点, 浦东新区,144,8,8.1,7.8,29,上海市,121.5088739,31.14287513
甜点, 浦东新区,905,7.7,7.6,7.3,34,上海市,121.5088739,31.14287513
甜点, 浦东新区,711,7.9,7.6,7.6,27,上海市,121.5088739,31.14287513
甜点, 浦东新区,69,7.6,7.6,7.1,16,上海市,121.5088739,31.14287513
甜点, 浦东新区,115,7.7,7.6,7.6,14,上海市,121.5088739,31.14287513
甜点, 浦东新区,69,7.8,7.9,7.8,20,上海市,121.5088739,31.14287513
甜点, 浦东新区,288,8.1,7.8,7.7,32,上海市,121.5088739,31.14287513
美食, 浦东新区,2101,6.9,7.2,6.9,108,上海市,121.5088739,31.14287513
烧烤, 浦东新区,5883,7.9,8,8.4,88,上海市,121.5088739,31.14287513
烧烤, 浦东新区,3018,8,8.1,8,75,上海市,121.5088739,31.14287513
北菜, 浦东新区,3478,8.9,8.9,9,91,上海市,121.5088739,31.14287513
甜点, 浦东新区,41,6.8,6.9,6.8,16,上海市,121.5088739,31.14287513
快餐, 杨浦区,63,7.1,7.1,6.9,18,上海市,121.5088586,31.27741154
疆菜, 杨浦区,30859,8.8,8.5,8.4,91,上海市,121.5088512,31.30506634
粤菜, 杨浦区,4918,7,7,6.7,88,上海市,121.5088494,31.30316808
快餐, 杨浦区,16099,7.9,7.8,7.7,27,上海市,121.5088494,31.30316808
素菜, 浦东新区,380,8.6,8.4,8.6,84,上海市,121.5088344,31.24301346
咖啡厅, 浦东新区,24,6.9,7.3,7.1,28,上海市,121.5088344,31.24301346
甜点, 杨浦区,176,7.4,7.2,6.8,17,上海市,121.5088064,31.27732443
粤菜, 浦东新区,114,7.1,6.8,6.8,39,上海市,121.5088064,31.24103328
快餐, 杨浦区,120,6.8,6.9,6.6,23,上海市,121.5087997,31.30938652
川菜, 杨浦区,15,7.5,7.3,7.3,84,上海市,121.5087863,31.31332697
甜点, 杨浦区,2725,8,7.9,7.9,18,上海市,121.5087816,31.29786897
快餐, 杨浦区,670,7.3,6.8,6.6,17,上海市,121.5087797,31.29632258
甜点, 虹口区,16,7.3,7.3,7.3,40,上海市,121.5087642,31.25347358
西餐, 杨浦区,1107,7.3,7.5,7.2,68,上海市,121.5087573,31.27624074
快餐, 杨浦区,34,7,6.6,6.8,11,上海市,121.5087408,31.28183736
本菜, 杨浦区,44,7.5,7.7,7.7,18,上海市,121.5087379,31.30397643
甜点, 杨浦区,58,7.3,7.4,7.2,13,上海市,121.508724,31.30262392
甜点, 虹口区,568,8,8,8.2,16,上海市,121.5087015,31.25998353
川菜, 杨浦区,2468,7,7.3,7.2,85,上海市,121.5086958,31.30387835
快餐, 杨浦区,36,7.7,7.4,7.6,21,上海市,121.5086958,31.30387835
快餐, 杨浦区,541,7,6.9,6.6,36,上海市,121.5086958,31.30387835
西餐, 杨浦区,908,8.4,8.6,8.9,144,上海市,121.5086958,31.30387835
西餐, 杨浦区,2040,6.8,7,6.4,70,上海市,121.5086958,31.30387835
美食, 杨浦区,281,8.1,9,8.3,86,上海市,121.5086958,31.30387835
咖啡厅, 杨浦区,2501,7.9,8.4,8.4,16,上海市,121.5086958,31.30387835
甜点, 杨浦区,159,7.9,8.3,7.7,16,上海市,121.5086947,31.30387835
甜点, 杨浦区,21,7.6,7.7,7.5,22,上海市,121.5086947,31.30387835
甜点, 杨浦区,78,7,7.6,7.6,29,上海市,121.5086947,31.30387835
甜点, 杨浦区,37,7.7,8.1,7.8,20,上海市,121.5086947,31.30387835
快餐, 杨浦区,1276,7.2,7.7,7.4,35,上海市,121.5086909,31.30249688
龙虾, 杨浦区,239,7.6,7.3,7.6,84,上海市,121.5086755,31.27087677
海鲜, 杨浦区,69,7.3,6.8,6.9,97,上海市,121.5086755,31.27087677
烧烤, 杨浦区,1149,8.3,8.5,8.4,100,上海市,121.5086723,31.29636125
快餐, 杨浦区,1260,7.2,6.4,6.4,19,上海市,121.5086723,31.29636125
粤菜, 杨浦区,72,7.2,7.9,7.2,75,上海市,121.5086683,31.30804265
快餐, 杨浦区,67,8.1,8,8,20,上海市,121.5086683,31.30804265
料理, 杨浦区,523,8.7,9,8.8,98,上海市,121.5086683,31.30804265
亚菜, 杨浦区,2707,9,9,9,130,上海市,121.5086683,31.30804265
西餐, 杨浦区,400,7.9,8.2,8.6,118,上海市,121.5086683,31.30804265
甜点, 杨浦区,176,7.4,7.4,7.3,18,上海市,121.5086683,31.30804265
快餐, 杨浦区,54,6.6,6.7,6.7,27,上海市,121.5086683,31.30804265
南菜, 杨浦区,78,8.5,8.1,8.6,43,上海市,121.5086683,31.30804265
美食, 浦东新区,40,6.7,6.6,6.6,45,上海市,121.5086683,31.23709067
亚菜, 浦东新区,1596,7.4,7.7,7.9,122,上海市,121.5086605,31.23380416
美食, 杨浦区,1,7,6.9,6.9,23,上海市,121.5086334,31.28175408
火锅, 杨浦区,9973,9,8.7,9.1,101,上海市,121.5086275,31.30381817
本菜, 杨浦区,42,7,8,7.4,71,上海市,121.5086096,31.30246465
北菜, 杨浦区,7782,7.7,7.8,7.7,75,上海市,121.5086095,31.30377714
浙菜, 杨浦区,1417,8.2,8.5,8.5,82,上海市,121.5086075,31.30370916
湾菜, 杨浦区,341,7.9,8.4,8.3,104,上海市,121.5086075,31.30370916
本菜, 杨浦区,461,8.1,8.3,8,94,上海市,121.5086051,31.30816742
甜点, 杨浦区,50,7.4,7.8,7.4,21,上海市,121.5086051,31.30816742
粤菜, 浦东新区,0,0,0,0,30,上海市,121.5086125,31.19659378
快餐, 浦东新区,707,7.3,6.9,6.9,41,上海市,121.5085883,31.19750326
咖啡厅, 杨浦区,164,7.7,7.9,7.9,40,上海市,121.5085738,31.26207425
浙菜, 闵行区,43,6.9,6.8,6.8,65,上海市,121.5085365,31.06195405
甜点, 杨浦区,462,7.2,6.7,6.9,8,上海市,121.5085053,31.27736453
西餐, 杨浦区,284,8.2,8.5,8.7,102,上海市,121.5084419,31.30330083
湘菜, 浦东新区,450,7.8,7.1,7.3,58,上海市,121.5084368,31.19767273
甜点, 虹口区,82,7.4,7.3,7.4,21,上海市,121.5084269,31.25572959
甜点, 杨浦区,95,7.6,7.4,7.7,12,上海市,121.5084241,31.27702743
快餐, 杨浦区,272,6.7,5.9,6.1,2,上海市,121.508416,31.27743524
甜点, 杨浦区,62,7.2,7.3,7.2,13,上海市,121.5083866,31.30498501
咖啡厅, 杨浦区,18,7.9,7.9,7.9,70,上海市,121.5083822,31.26199572
西餐, 浦东新区,509,8.4,7.9,7.6,54,上海市,121.5083775,31.23471791
咖啡厅, 浦东新区,106,8.2,8.3,8.5,24,上海市,121.5083702,31.23712578
川菜, 杨浦区,2514,8.7,8.8,8.7,88,上海市,121.5083616,31.3040483
川菜, 杨浦区,3374,8.1,7.9,7.6,98,上海市,121.5083616,31.3040483
川菜, 杨浦区,2877,7.8,8,8.1,94,上海市,121.5083616,31.3040483
川菜, 杨浦区,1067,7.6,8.1,7.9,94,上海市,121.5083616,31.3040483
川菜, 杨浦区,39,7,7.5,7.1,59,上海市,121.5083616,31.3040483
粤菜, 杨浦区,9451,7.9,8.5,8.2,128,上海市,121.5083616,31.3040483
湘菜, 杨浦区,7069,8.3,8.5,8.5,108,上海市,121.5083616,31.3040483
湘菜, 杨浦区,8282,0,0,0,89,上海市,121.5083616,31.3040483
北菜, 杨浦区,4894,8,8.1,8.1,59,上海市,121.5083616,31.3040483
火锅, 杨浦区,5220,9,9,8.9,127,上海市,121.5083616,31.3040483
火锅, 杨浦区,655,8.7,8.9,8.8,106,上海市,121.5083616,31.3040483
火锅, 杨浦区,3545,8.3,8.2,8.6,127,上海市,121.5083616,31.3040483
火锅, 杨浦区,707,8.1,8.5,8.4,114,上海市,121.5083616,31.3040483
火锅, 杨浦区,94,8.1,8.3,8.3,102,上海市,121.5083616,31.3040483
助餐, 杨浦区,319,7.8,8,7.6,111,上海市,121.5083616,31.3040483
快餐, 杨浦区,5008,7.3,7.3,7,31,上海市,121.5083616,31.3040483
快餐, 杨浦区,88,7.6,8.5,8,64,上海市,121.5083616,31.3040483
快餐, 杨浦区,1842,7.7,7.9,7.9,30,上海市,121.5083616,31.3040483
快餐, 杨浦区,870,7.8,7.6,7.9,32,上海市,121.5083616,31.3040483
快餐, 杨浦区,668,6.7,6.9,6.7,37,上海市,121.5083616,31.3040483
快餐, 杨浦区,26,7.5,7.4,7.5,31,上海市,121.5083616,31.3040483
烧烤, 杨浦区,2874,8.4,8.3,8.3,109,上海市,121.5083616,31.3040483
本菜, 杨浦区,3515,7.7,8.2,8,75,上海市,121.5083616,31.3040483
料理, 杨浦区,1371,8.8,8.7,8.9,130,上海市,121.5083616,31.3040483
西餐, 杨浦区,1729,8.3,8.3,8.1,66,上海市,121.5083616,31.3040483
西餐, 杨浦区,4659,6.6,6.3,6.2,37,上海市,121.5083616,31.3040483
西餐, 杨浦区,109,7.2,7,7.2,109,上海市,121.5083616,31.3040483
甜点, 杨浦区,841,8.4,8.3,8.3,31,上海市,121.5083616,31.3040483
甜点, 杨浦区,886,8.1,8,8,18,上海市,121.5083616,31.3040483
甜点, 杨浦区,4510,7.4,6.9,7,26,上海市,121.5083616,31.3040483
甜点, 杨浦区,1059,7,6.6,6.5,12,上海市,121.5083616,31.3040483
美食, 杨浦区,421,8.5,8.8,9,75,上海市,121.5083616,31.3040483
美食, 杨浦区,41,7,7.9,7.7,91,上海市,121.5083616,31.3040483
海鲜, 杨浦区,262,9,8.9,9.2,79,上海市,121.5083616,31.3040483
烧烤, 杨浦区,857,9,8.8,8.8,158,上海市,121.5083616,31.3040483
疆菜, 杨浦区,11305,8.2,8.4,8.5,89,上海市,121.5083616,31.3040483
北菜, 杨浦区,14111,7.9,8.1,8,90,上海市,121.5083616,31.3040483
粤菜, 杨浦区,7937,7.8,7.6,7.6,84,上海市,121.5083616,31.3040483
浙菜, 杨浦区,1769,8.8,8.9,8.8,80,上海市,121.5083565,31.30407828
快餐, 杨浦区,51,7.4,7.2,7.2,17,上海市,121.5083565,31.30407828
西餐, 杨浦区,814,6.8,6.5,6.4,38,上海市,121.5083565,31.30407828
甜点, 杨浦区,31,7,7.3,7.4,18,上海市,121.5083565,31.30407828
甜点, 杨浦区,2,7.5,7.5,7.5,50,上海市,121.5083565,31.30407828
快餐, 杨浦区,879,8.1,7.9,7.9,23,上海市,121.5083137,31.27712707
甜点, 杨浦区,1016,7.9,7.9,8.1,20,上海市,121.5083137,31.27712707
咖啡厅, 浦东新区,112,7.5,7.5,7.6,14,上海市,121.5082998,31.23960944
咖啡厅, 浦东新区,20,7.1,7.2,7.3,33,上海市,121.5082998,31.23960944
快餐, 浦东新区,186,7.9,7.1,7.5,40,上海市,121.5082953,31.1979072
浙菜, 杨浦区,101,0,0,0,77,上海市,121.5082595,31.27693099
快餐, 杨浦区,951,8,7.1,7.8,11,上海市,121.5082595,31.27693099
甜点, 杨浦区,379,7.3,7.2,7,24,上海市,121.5082595,31.27693099
浙菜, 浦东新区,871,6.9,6.5,6.2,29,上海市,121.5082643,31.19680965
粤菜, 浦东新区,103,7.7,8.1,8,97,上海市,121.5082332,31.2441142
粤菜, 浦东新区,62,7.9,7.9,7.8,74,上海市,121.5082332,31.2441142
快餐, 浦东新区,47,8.6,8.6,8.6,37,上海市,121.5082332,31.2441142
快餐, 浦东新区,22,7.6,7.7,7.6,10,上海市,121.5082332,31.2441142
快餐, 浦东新区,16,8,8.1,8.1,42,上海市,121.5082332,31.2441142
疆菜, 浦东新区,71,8.8,7.9,8.6,52,上海市,121.5082332,31.2441142
川菜, 杨浦区,86,7.8,7.7,7.9,32,上海市,121.5082163,31.27774952
甜点, 杨浦区,558,8,8,7.4,28,上海市,121.5081956,31.29646881
甜点, 杨浦区,456,8.2,8,8.1,16,上海市,121.5081841,31.27777142
龙虾, 杨浦区,58,7.7,7.4,7.5,72,上海市,121.5081806,31.29643578
快餐, 杨浦区,304,8.6,7.2,7.5,52,上海市,121.5081772,31.27686478
火锅, 浦东新区,200,8.3,8,7.9,113,上海市,121.5081829,31.19809078
本菜, 浦东新区,485,7.9,7.9,7.7,135,上海市,121.5081597,31.23493717
甜点, 杨浦区,49,7.3,7.7,7.3,16,上海市,121.5081377,31.30423558
甜点, 杨浦区,64,7.5,7.4,7.5,32,上海市,121.5081377,31.30423558
烧烤, 杨浦区,46,7.7,7.9,7.6,89,上海市,121.5081314,31.33175122
快餐, 杨浦区,57,8,7.5,7.4,28,上海市,121.5081322,31.27492246
本菜, 杨浦区,1161,6.6,7.5,6.5,161,上海市,121.50813,31.27680167
火锅, 浦东新区,1642,8.4,8.2,8.6,111,上海市,121.5081336,31.19922908
快餐, 浦东新区,47,8.1,8,7.9,56,上海市,121.5081336,31.19922908
本菜, 浦东新区,66,7.4,7.3,7.5,34,上海市,121.5081336,31.19922908
甜点, 浦东新区,68,7.9,8.2,8,30,上海市,121.5081336,31.19922908
疆菜, 浦东新区,100,7.8,7.5,7.7,79,上海市,121.5081336,31.19922908
浙菜, 杨浦区,12,7.2,7,7.1,113,上海市,121.5081185,31.27051529
烧烤, 杨浦区,5,7.1,7.1,7.1,18,上海市,121.5081185,31.27051529
美食, 虹口区,31,7.4,6.6,6.9,32,上海市,121.5081117,31.25638938
咖啡厅, 浦东新区,179,7.4,7.4,6.9,40,上海市,121.508113,31.22923767
湘菜, 浦东新区,18,7.3,7.3,7.3,15,上海市,121.5081,31.19248331
咖啡厅, 杨浦区,22,7.3,7.3,7.4,12,上海市,121.5080695,31.30397448
西餐, 杨浦区,1563,8.7,8.7,8.7,47,上海市,121.5080501,31.30861462
快餐, 杨浦区,46,7.2,7.3,7.3,35,上海市,121.5080529,31.26326221
本菜, 杨浦区,191,7.7,8.2,7.5,72,上海市,121.5080529,31.26326221
西餐, 杨浦区,1184,7.9,8.4,7.7,82,上海市,121.5080529,31.26326221
甜点, 杨浦区,86,8.1,7.7,7.6,16,上海市,121.5080529,31.26326221
甜点, 杨浦区,124,6.9,7.2,7,8,上海市,121.5080529,31.26326221
咖啡厅, 杨浦区,412,7.2,7.5,7.1,36,上海市,121.5080529,31.26326221
快餐, 杨浦区,21,7.1,6.9,7.1,12,上海市,121.5080483,31.28210222
川菜, 虹口区,17,7.2,7.1,7.2,18,上海市,121.5080416,31.25506376
咖啡厅, 浦东新区,56,8.4,7.9,8.6,24,上海市,121.5080021,31.23489073
快餐, 浦东新区,189,8.6,8.1,8.3,31,上海市,121.507969,31.23488164
快餐, 浦东新区,11,7.6,7.2,7.5,21,上海市,121.5079657,31.23780429
甜点, 杨浦区,152,7.4,7.3,7.5,8,上海市,121.5079489,31.27070071
西餐, 杨浦区,73,8.7,8.8,9,64,上海市,121.5079381,31.28012371
常菜, 杨浦区,474,8.4,8.9,8.5,58,上海市,121.5079302,31.27792361
湘菜, 杨浦区,1,7.3,7.3,7.3,22,上海市,121.507923,31.26863152
湘菜, 浦东新区,603,8,7.7,7.8,87,上海市,121.5079159,31.19805002
粤菜, 虹口区,397,7.7,7.7,7.7,27,上海市,121.5079086,31.26065892
快餐, 虹口区,114,7,6.9,7,6,上海市,121.5079086,31.26065892
快餐, 虹口区,21,6.7,7.2,7,30,上海市,121.5079086,31.26065892
甜点, 虹口区,74,8,7.9,8.2,15,上海市,121.5079086,31.26065892
甜点, 虹口区,60,7.2,7,7.1,10,上海市,121.5079086,31.26065892
咖啡厅, 浦东新区,4,7.6,7.4,7.4,28,上海市,121.5079064,31.23966126
甜点, 虹口区,620,8.2,8.5,7.8,30,上海市,121.5079027,31.2590606
火锅, 杨浦区,19,7.3,7.1,7.2,41,上海市,121.5078966,31.29601012
北菜, 杨浦区,1527,7.9,8.1,8,65,上海市,121.5078469,31.27800433
快餐, 浦东新区,238,8.1,7.5,7.9,21,上海市,121.5078486,31.23481132
快餐, 杨浦区,78,7.7,8.3,8.1,35,上海市,121.5077973,31.30734637
甜点, 杨浦区,30,8.3,8.2,8.3,27,上海市,121.5077973,31.30734637
快餐, 虹口区,25,7.2,6.7,6.7,16,上海市,121.5077972,31.26056463
西餐, 虹口区,619,8.2,7.6,7.7,55,上海市,121.5077912,31.26070555
甜点, 杨浦区,33,6.9,6.8,6.8,16,上海市,121.5077797,31.27770426
快餐, 虹口区,976,7,7,6.9,22,上海市,121.5077771,31.26081446
西餐, 杨浦区,139,7,6.9,6.8,25,上海市,121.5077439,31.26176195
烧烤, 虹口区,26,7.1,6.4,6.8,33,上海市,121.5077283,31.25678608
料理, 浦东新区,1991,7.5,7.5,7.5,44,上海市,121.5077359,31.14363039
甜点, 虹口区,33,7.2,7.1,7.3,40,上海市,121.5077101,31.25804947
甜点, 浦东新区,453,7.9,7.7,7.5,17,上海市,121.5077061,31.19832227
本菜, 杨浦区,1715,7.9,7.7,8.5,80,上海市,121.507693,31.30668931
亚菜, 杨浦区,9952,8.9,9.1,9,158,上海市,121.507693,31.30668931
西餐, 杨浦区,1506,8.7,9,8.8,159,上海市,121.507693,31.30668931
甜点, 杨浦区,42,8.6,8.4,8.6,20,上海市,121.507693,31.30668931
